month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,credit_score_band,n_loans,follow_up_months
24.0,534.0,24.0,1.0,25.0,12.0,0.0449438202247191,0.48490707701935054,0.4151410731348208,0.4440429259184874,default,620-659,1512,55
25.0,497.0,20.0,2.0,22.0,11.0,0.04024144869215292,0.46344237743298095,0.43465443639515683,0.4664154439901781,default,620-659,1512,55
26.0,464.0,17.0,4.0,21.0,10.0,0.036637931034482756,0.4424676146612297,0.4516340062580031,0.4859648781543311,default,620-659,1512,55
27.0,433.0,8.0,2.0,10.0,12.0,0.018475750577367205,0.43224896305242533,0.4598089275450466,0.4954620628535582,default,620-659,1512,55
28.0,411.0,5.0,2.0,7.0,7.0,0.012165450121654502,0.4248870585722137,0.46506743074519774,0.5015999939623956,default,620-659,1512,55
29.0,397.0,11.0,1.0,12.0,7.0,0.027707808564231738,0.41204412481184455,0.47684012002553616,0.5154095659180975,default,620-659,1512,55
30.0,378.0,10.0,3.0,13.0,15.0,0.026455026455026454,0.3978732951225483,0.4877407582480717,0.528229418671587,default,620-659,1512,55
31.0,350.0,15.0,5.0,20.0,7.0,0.04285714285714286,0.3751376782584027,0.504792470896181,0.5484481578713762,default,620-659,1512,55
32.0,323.0,13.0,0.0,13.0,4.0,0.04024767801857585,0.3600392577712224,0.5198908913833612,0.5666220710220639,default,620-659,1512,55
33.0,306.0,10.0,1.0,11.0,7.0,0.032679738562091505,0.3470966700735641,0.5316568801994143,0.5807847484396435,default,620-659,1512,55
34.0,288.0,7.0,2.0,9.0,8.0,0.024305555555555556,0.33624989913376524,0.5400932575970356,0.5909740080261798,default,620-659,1512,55
35.0,271.0,8.0,2.0,10.0,6.0,0.02952029520295203,0.32384215377827574,0.5500194538814273,0.6030485760549273,default,620-659,1512,55
36.0,255.0,7.0,2.0,9.0,6.0,0.027450980392156862,0.31241243070374836,0.5589092384949486,0.6139452818102823,default,620-659,1512,55
37.0,240.0,12.0,1.0,13.0,4.0,0.05,0.2954900907072953,0.574529860030136,0.6332480177197681,default,620-659,1512,55
38.0,223.0,5.0,1.0,6.0,9.0,0.02242152466367713,0.28753968467929636,0.5811551983868017,0.6414711563359168,default,620-659,1512,55
39.0,208.0,6.0,0.0,6.0,9.0,0.028846153846153848,0.2792452706981628,0.5894496123679352,0.6518133345185346,default,620-659,1512,55
40.0,193.0,2.0,1.0,3.0,4.0,0.010362694300518135,0.27490467063549706,0.5923433457430457,0.6554214864924358,default,620-659,1512,55
41.0,186.0,4.0,1.0,5.0,9.0,0.021505376344086023,0.26751476013454284,0.5982552741438091,0.6628317771055017,default,620-659,1512,55
42.0,172.0,10.0,2.0,12.0,4.0,0.05813953488372093,0.24885093966003985,0.6138084578725616,0.6824345807621586,default,620-659,1512,55
43.0,156.0,4.0,0.0,4.0,5.0,0.02564102564102564,0.24247014633542344,0.6201892511971779,0.6905772838195392,default,620-659,1512,55
44.0,147.0,4.0,0.0,4.0,5.0,0.027210884353741496,0.23587231922425544,0.6267870783083459,0.6989969495659463,default,620-659,1512,55
45.0,138.0,6.0,0.0,6.0,7.0,0.043478260869565216,0.2256170009971139,0.6370423965354874,0.7120840387152529,default,620-659,1512,55
46.0,125.0,4.0,4.0,8.0,12.0,0.032,0.2111775129332986,0.6442621405673951,0.7212973494763649,default,620-659,1512,55
47.0,105.0,1.0,0.0,1.0,3.0,0.009523809523809525,0.20916629852441004,0.6462733549762836,0.7239516604337328,default,620-659,1512,55
48.0,101.0,2.0,1.0,3.0,3.0,0.019801980198019802,0.20295343817219985,0.650415261877757,0.7294179641875204,default,620-659,1512,55
49.0,95.0,5.0,0.0,5.0,2.0,0.05263157894736842,0.19227167826839986,0.661097021781557,0.7436591239671245,default,620-659,1512,55
50.0,88.0,2.0,0.0,2.0,6.0,0.022727272727272728,0.1879018673986635,0.6654668326512934,0.7494850529678717,default,620-659,1512,55
51.0,80.0,3.0,1.0,4.0,5.0,0.0375,0.1785067740287303,0.6725131526787432,0.7588793634815765,default,620-659,1512,55
52.0,71.0,1.0,0.0,1.0,5.0,0.014084507042253521,0.1759925941128327,0.6750273325946409,0.7622754287846529,default,620-659,1512,55
53.0,65.0,3.0,0.0,3.0,2.0,0.046153846153846156,0.1678698589999327,0.6831500677075408,0.7732473320715151,default,620-659,1512,55
54.0,60.0,2.0,0.0,2.0,4.0,0.03333333333333333,0.16227419703326829,0.6887457296742052,0.7808057543357979,default,620-659,1512,55
55.0,54.0,1.0,0.0,1.0,5.0,0.018518518518518517,0.15926911931043,0.6917508073970435,0.7848649070332832,default,620-659,1512,55
1.0,2864.0,0.0,21.0,21.0,34.0,0.0,0.9926675977653632,0.0,0.0,default,660-699,2864,59
2.0,2809.0,0.0,20.0,20.0,43.0,0.0,0.9855998327403339,0.0,0.0,default,660-699,2864,59
3.0,2746.0,0.0,21.0,21.0,39.0,0.0,0.9780624705817225,0.0,0.0,default,660-699,2864,59
4.0,2686.0,10.0,18.0,28.0,38.0,0.0037230081906180195,0.9678667337327693,0.0036413345889118485,0.0037230081906179935,default,660-699,2864,59
5.0,2620.0,26.0,20.0,46.0,34.0,0.009923664122137405,0.9508736536748658,0.013246118969466047,0.013609726429947733,default,660-699,2864,59
6.0,2540.0,21.0,16.0,37.0,30.0,0.00826771653543307,0.9370223445465311,0.021107672799061394,0.021764921605133214,default,660-699,2864,59
7.0,2473.0,22.0,18.0,40.0,34.0,0.008896077638495753,0.9218663017718197,0.029443496325152654,0.030467376811233904,default,660-699,2864,59
8.0,2399.0,28.0,19.0,47.0,31.0,0.011671529804085035,0.9038055613869612,0.0402030863416641,0.04178330571881428,default,660-699,2864,59
9.0,2321.0,26.0,16.0,42.0,24.0,0.01120206807410599,0.8874506137013721,0.050327577766076416,0.05251731435789686,default,660-699,2864,59
10.0,2255.0,25.0,19.0,44.0,20.0,0.011086474501108648,0.8701345041657356,0.0601662763658699,0.06302155699251,default,660-699,2864,59
11.0,2191.0,18.0,16.0,34.0,32.0,0.008215426745778184,0.8566317323073901,0.06731480264381752,0.07071923475341124,default,660-699,2864,59
12.0,2125.0,17.0,13.0,30.0,33.0,0.008,0.8445381078512857,0.07416785650227664,0.07815348087538398,default,660-699,2864,59
13.0,2062.0,20.0,8.0,28.0,28.0,0.009699321047526674,0.8330700831083973,0.08235930274719697,0.0870947662209186,default,660-699,2864,59
14.0,2006.0,16.0,16.0,32.0,35.0,0.007976071784646061,0.81978082953937,0.0890039295317106,0.09437616389811965,default,660-699,2864,59
15.0,1939.0,17.0,19.0,36.0,27.0,0.008767405879319236,0.8045605562730382,0.09619128079636727,0.10231613564321096,default,660-699,2864,59
16.0,1876.0,16.0,11.0,27.0,31.0,0.008528784648187633,0.7929810599940553,0.10305320451724606,0.1099722880044629,default,660-699,2864,59
17.0,1818.0,23.0,18.0,41.0,36.0,0.012651265126512651,0.775097548740064,0.1130854181475339,0.12123226455886182,default,660-699,2864,59
18.0,1741.0,16.0,11.0,27.0,34.0,0.009190120620333142,0.7630770812983743,0.12020865811297964,0.12930824604482283,default,660-699,2864,59
19.0,1680.0,20.0,14.0,34.0,36.0,0.011904761904761904,0.74763385465305,0.12929290908081742,0.1396736240680987,default,660-699,2864,59
20.0,1610.0,15.0,11.0,26.0,31.0,0.009316770186335404,0.7355602644536839,0.13625844188814398,0.14768908719789897,default,660-699,2864,59
21.0,1553.0,18.0,11.0,29.0,27.0,0.01159047005795235,0.7218247540421213,0.14478393110911392,0.15756777131279776,default,660-699,2864,59
22.0,1497.0,10.0,10.0,20.0,33.0,0.006680026720106881,0.7121811367536495,0.14960573975334987,0.16319524111030748,default,660-699,2864,59
23.0,1444.0,16.0,8.0,24.0,28.0,0.0110803324099723,0.700344331156636,0.15749694348469226,0.17246731600105203,default,660-699,2864,59
24.0,1392.0,10.0,10.0,20.0,35.0,0.007183908045977011,0.6902819126055348,0.1625281527602428,0.178412234707941,default,660-699,2864,59
25.0,1337.0,12.0,8.0,20.0,21.0,0.008975317875841436,0.6799560799562374,0.16872365234982126,0.18578624606433936,default,660-699,2864,59
26.0,1296.0,15.0,6.0,21.0,26.0,0.011574074074074073,0.6689382731050947,0.1765935143863518,0.19521001636452062,default,660-699,2864,59
27.0,1249.0,10.0,6.0,16.0,35.0,0.008006405124099279,0.6603690077971031,0.18194930520384656,0.20165349101332342,default,660-699,2864,59
28.0,1198.0,9.0,5.0,14.0,25.0,0.007512520868113523,0.6526518407610769,0.18691034115557772,0.20765108582207137,default,660-699,2864,59
29.0,1159.0,8.0,10.0,18.0,23.0,0.006902502157031924,0.6425157465991274,0.19141527189422192,0.21312027591130644,default,660-699,2864,59
30.0,1118.0,8.0,10.0,18.0,17.0,0.007155635062611807,0.6321711281386763,0.19601288009886683,0.21875090005505382,default,660-699,2864,59
31.0,1083.0,10.0,7.0,17.0,24.0,0.009233610341643583,0.6222478509656777,0.2018501019653366,0.22596464982370523,default,660-699,2864,59
32.0,1042.0,11.0,4.0,15.0,21.0,0.01055662188099808,0.613290348312621,0.2084189372442449,0.23413584833804224,default,660-699,2864,59
33.0,1006.0,7.0,14.0,21.0,28.0,0.006958250497017893,0.6004880646997333,0.21268636511520747,0.2394649229519923,default,660-699,2864,59
34.0,957.0,8.0,5.0,13.0,29.0,0.008359456635318705,0.592330964552297,0.21770611905209133,0.2458225829482139,default,660-699,2864,59
35.0,915.0,6.0,6.0,12.0,16.0,0.006557377049180328,0.5845626896073488,0.2215902565245654,0.25076800863379944,default,660-699,2864,59
36.0,887.0,12.0,2.0,14.0,27.0,0.013528748590755355,0.575336221000243,0.229498658187799,0.2609041798811438,default,660-699,2864,59
37.0,846.0,4.0,6.0,10.0,22.0,0.004728132387706856,0.5685355564494127,0.2322189240081311,0.2643987227658665,default,660-699,2864,59
38.0,814.0,2.0,7.0,9.0,28.0,0.002457002457002457,0.5622495367835101,0.23361581726722055,0.26620609691140484,default,660-699,2864,59
39.0,777.0,4.0,6.0,10.0,24.0,0.005148005148005148,0.5550133780089476,0.23651028077704558,0.2699836717020797,default,660-699,2864,59
40.0,743.0,7.0,4.0,11.0,22.0,0.009421265141318977,0.5467964908513454,0.24173920896824697,0.2768613490884666,default,660-699,2864,59
41.0,710.0,4.0,2.0,6.0,25.0,0.005633802816901409,0.5421756754357002,0.24481975257867708,0.2809353696569823,default,660-699,2864,59
42.0,679.0,5.0,9.0,14.0,23.0,0.007363770250368188,0.5309967955298095,0.24881220968792378,0.28623039638999415,default,660-699,2864,59
43.0,642.0,7.0,4.0,11.0,18.0,0.010903426791277258,0.5218987195939405,0.25460189437438585,0.2940129310087948,default,660-699,2864,59
44.0,613.0,5.0,6.0,11.0,24.0,0.008156606851549755,0.5125334897154196,0.2588588170464408,0.2997713899728339,default,660-699,2864,59
45.0,578.0,7.0,3.0,10.0,18.0,0.012110726643598616,0.5036661283016579,0.2650659700360739,0.3082516672568999,default,660-699,2864,59
46.0,550.0,5.0,4.0,9.0,20.0,0.00909090909090909,0.495424318929449,0.26964475302063445,0.31454028846365534,default,660-699,2864,59
47.0,521.0,10.0,2.0,12.0,19.0,0.019193857965451054,0.4840133941172544,0.27915385703079665,0.327696904807923,default,660-699,2864,59
48.0,490.0,6.0,2.0,8.0,30.0,0.012244897959183673,0.47611113462146254,0.28508055165264057,0.3359291876061934,default,660-699,2864,59
49.0,452.0,4.0,7.0,11.0,17.0,0.008849557522123894,0.4645243592213827,0.2892939245253969,0.34180592045923597,default,660-699,2864,59
50.0,424.0,2.0,3.0,5.0,19.0,0.0047169811320754715,0.4590464776267909,0.2914850771632336,0.3449106095136736,default,660-699,2864,59
51.0,400.0,5.0,1.0,6.0,17.0,0.0125,0.45216078046238906,0.2972231581335685,0.3530992268947526,default,660-699,2864,59
52.0,377.0,2.0,4.0,6.0,20.0,0.005305039787798408,0.4449645876698842,0.29962188906440346,0.35653106123483347,default,660-699,2864,59
53.0,351.0,5.0,2.0,7.0,25.0,0.014245014245014245,0.43609065002404607,0.30596041595428786,0.36569728543376745,default,660-699,2864,59
54.0,319.0,7.0,0.0,7.0,19.0,0.0219435736677116,0.4265212627194432,0.31552980325889074,0.379616153778481,default,660-699,2864,59
55.0,293.0,1.0,2.0,3.0,22.0,0.0034129692832764505,0.42215415081446594,0.31698550722721647,0.381733504789476,default,660-699,2864,59
56.0,268.0,1.0,3.0,4.0,14.0,0.0037313432835820895,0.4158533425933545,0.3185607092824943,0.3840404693238436,default,660-699,2864,59
57.0,250.0,1.0,2.0,3.0,9.0,0.004,0.41086310248223423,0.3202241226528677,0.3865043074465483,default,660-699,2864,59
58.0,238.0,2.0,2.0,4.0,13.0,0.008403361344537815,0.403957840255642,0.3236767537661638,0.3916597334343924,default,660-699,2864,59
59.0,221.0,2.0,1.0,3.0,218.0,0.00904977375565611,0.3984742496639365,0.3273324808273008,0.3971650752132667,default,660-699,2864,59
1.0,2806.0,0.0,26.0,26.0,30.0,0.0,0.9907341411261582,0.0,0.0,default,700-739,2806,59
2.0,2750.0,0.0,17.0,17.0,32.0,0.0,0.9846096027991965,0.0,0.0,default,700-739,2806,59
3.0,2701.0,0.0,25.0,25.0,33.0,0.0,0.975496222543743,0.0,0.0,default,700-739,2806,59
4.0,2643.0,3.0,17.0,20.0,34.0,0.0011350737797956867,0.9681144879804154,0.0011072601844991407,0.0011350737797957144,default,700-739,2806,59
5.0,2589.0,4.0,29.0,33.0,43.0,0.001544998068752414,0.9557746741127624,0.0026029951987601146,0.0026783181617504592,default,700-739,2806,59
6.0,2513.0,8.0,17.0,25.0,44.0,0.0031834460803820135,0.9462663705501603,0.005645652338792785,0.005853237960678381,default,700-739,2806,59
7.0,2444.0,6.0,19.0,25.0,35.0,0.0024549918166939444,0.936586886399688,0.007968728534906107,0.00829386012607769,default,700-739,2806,59
8.0,2384.0,10.0,13.0,23.0,36.0,0.0041946308724832215,0.9275510229822413,0.011897364803361173,0.012453701316823995,default,700-739,2806,59
9.0,2325.0,5.0,22.0,27.0,33.0,0.002150537634408602,0.9167794627153508,0.013892098186118682,0.014577456797863153,default,700-739,2806,59
10.0,2265.0,4.0,18.0,22.0,37.0,0.0017660044150110375,0.9078747615322437,0.015511134764865438,0.01631771735980958,default,700-739,2806,59
11.0,2206.0,7.0,25.0,32.0,32.0,0.003173164097914778,0.8947052273667715,0.018391970363562493,0.019439102662838326,default,700-739,2806,59
12.0,2142.0,5.0,15.0,20.0,33.0,0.002334267040149393,0.886351303675205,0.020480451286454118,0.021727993646351806,default,700-739,2806,59
13.0,2089.0,2.0,16.0,18.0,35.0,0.0009573958831977022,0.8787140018723549,0.021329040375659674,0.02266458723788234,default,700-739,2806,59
14.0,2036.0,2.0,12.0,14.0,37.0,0.0009823182711198428,0.8726717641384586,0.022192217194787724,0.023624641670850988,default,700-739,2806,59
15.0,1985.0,2.0,12.0,14.0,28.0,0.0010075566750629723,0.8665169003107818,0.023071483455884407,0.024608395180502618,default,700-739,2806,59
16.0,1943.0,4.0,17.0,21.0,35.0,0.002058672156459084,0.8571515606779838,0.024855357671655445,0.02661640671898846,default,700-739,2806,59
17.0,1887.0,2.0,10.0,12.0,38.0,0.0010598834128245894,0.851700676349348,0.02576383839309475,0.02764807984382256,default,700-739,2806,59
18.0,1837.0,3.0,11.0,14.0,28.0,0.001633097441480675,0.8452097621038984,0.02715474858854823,0.029236025276848432,default,700-739,2806,59
19.0,1795.0,4.0,12.0,16.0,34.0,0.0022284122562674096,0.8376758589319416,0.029038224381537418,0.031399287616064475,default,700-739,2806,59
20.0,1745.0,5.0,10.0,15.0,31.0,0.0028653295128939827,0.8304752068494321,0.031438441742373924,0.03417464782346835,default,700-739,2806,59
21.0,1699.0,3.0,17.0,20.0,34.0,0.0017657445556209534,0.8206991596822817,0.03290484881744649,0.035880048680754784,default,700-739,2806,59
22.0,1645.0,3.0,12.0,15.0,33.0,0.00182370820668693,0.8132155807186134,0.03440156461018014,0.03763832214820639,default,700-739,2806,59
23.0,1597.0,4.0,10.0,14.0,36.0,0.002504696305572949,0.8060865775063025,0.03643842267084041,0.04004874588734675,default,700-739,2806,59
24.0,1547.0,5.0,13.0,18.0,36.0,0.003232062055591467,0.7967074188798556,0.03904374451152012,0.04315136791098173,default,700-739,2806,59
25.0,1493.0,2.0,12.0,14.0,32.0,0.0013395847287340924,0.7892366192386514,0.040111001603120734,0.0444331477262383,default,700-739,2806,59
26.0,1447.0,3.0,7.0,10.0,23.0,0.002073255010366275,0.7837823233213145,0.04174729037832181,0.04641428149045479,default,700-739,2806,59
27.0,1414.0,2.0,7.0,9.0,33.0,0.0014144271570014145,0.7787936098065394,0.04285589338160514,0.047763059027243426,default,700-739,2806,59
28.0,1372.0,4.0,9.0,13.0,24.0,0.0029154518950437317,0.7714143700634746,0.045126428687163565,0.05053926002133313,default,700-739,2806,59
29.0,1335.0,6.0,18.0,24.0,29.0,0.0044943820224719105,0.7575462465567155,0.04859345956385334,0.0548064993021361,default,700-739,2806,59
30.0,1282.0,2.0,6.0,8.0,45.0,0.0015600624024961,0.7528189688870949,0.04977527898125851,0.05628106014565848,default,700-739,2806,59
31.0,1229.0,7.0,5.0,12.0,35.0,0.005695687550854353,0.7454684175228596,0.05406310061039575,0.06165618836289233,default,700-739,2806,59
32.0,1182.0,3.0,7.0,10.0,29.0,0.0025380710659898475,0.739161578119113,0.05595515243151976,0.06403777164115909,default,700-739,2806,59
33.0,1143.0,1.0,14.0,15.0,33.0,0.0008748906386701663,0.7294612949416968,0.056601837976680835,0.06485663623289917,default,700-739,2806,59
34.0,1095.0,0.0,2.0,2.0,25.0,0.0,0.728128945544543,0.056601837976680835,0.06485663623289917,default,700-739,2806,59
35.0,1068.0,5.0,13.0,18.0,23.0,0.0046816479400749065,0.7158571093836799,0.06001068135469836,0.06923464823555414,default,700-739,2806,59
36.0,1027.0,4.0,6.0,10.0,28.0,0.0038948393378773127,0.7088867383088631,0.06279882978462506,0.0728598297419395,default,700-739,2806,59
37.0,989.0,1.0,7.0,8.0,19.0,0.0010111223458038423,0.7031525685348783,0.06351560100637316,0.07379728188577972,default,700-739,2806,59
38.0,962.0,0.0,8.0,8.0,20.0,0.0,0.6973051459275196,0.06351560100637316,0.07379728188577972,default,700-739,2806,59
39.0,934.0,0.0,7.0,7.0,32.0,0.0,0.69207909022999,0.06351560100637316,0.07379728188577972,default,700-739,2806,59
40.0,895.0,2.0,7.0,9.0,25.0,0.0022346368715083797,0.6851196356913644,0.06506214645940107,0.07586700863016904,default,700-739,2806,59
41.0,861.0,1.0,8.0,9.0,22.0,0.0011614401858304297,0.6779581063984232,0.06585787193639453,0.0769403338233976,default,700-739,2806,59
42.0,830.0,3.0,6.0,9.0,24.0,0.0036144578313253013,0.6706067534374764,0.06830832292337678,0.08027669406259019,default,700-739,2806,59
43.0,797.0,0.0,4.0,4.0,33.0,0.0,0.667241098464139,0.06830832292337678,0.08027669406259019,default,700-739,2806,59
44.0,760.0,2.0,7.0,9.0,33.0,0.002631578947368421,0.6593395591402216,0.07006422055091399,0.08269701855189915,default,700-739,2806,59
45.0,718.0,3.0,2.0,5.0,23.0,0.004178272980501393,0.6547480580320028,0.07281912121584527,0.08652976081421715,default,700-739,2806,59
46.0,690.0,3.0,5.0,8.0,28.0,0.004347826086956522,0.6471567761997477,0.07566585190294094,0.09050137054980745,default,700-739,2806,59
47.0,654.0,2.0,6.0,8.0,31.0,0.0030581039755351682,0.6392404853593838,0.07764492461303191,0.09328271192427284,default,700-739,2806,59
48.0,615.0,1.0,5.0,6.0,25.0,0.0016260162601626016,0.6330039928192923,0.0786843400363805,0.09475704897805448,default,700-739,2806,59
49.0,584.0,1.0,7.0,8.0,29.0,0.0017123287671232876,0.6243327052464253,0.07976825098298888,0.09630712252432494,default,700-739,2806,59
50.0,547.0,1.0,9.0,10.0,26.0,0.0018281535648994515,0.6129189446386296,0.08090962704376846,0.09795921187985634,default,700-739,2806,59
51.0,511.0,1.0,6.0,7.0,24.0,0.0019569471624266144,0.604522794712073,0.08210907703327654,0.09972445804056107,default,700-739,2806,59
52.0,480.0,2.0,4.0,6.0,20.0,0.004166666666666667,0.5969662597781722,0.08462792201124351,0.10347560613205875,default,700-739,2806,59
53.0,454.0,3.0,5.0,8.0,23.0,0.006607929515418502,0.5864470305309797,0.08857263297894069,0.10939977613559149,default,700-739,2806,59
54.0,423.0,1.0,4.0,5.0,28.0,0.002364066193853428,0.5795150325341596,0.0899590325783047,0.11150521401706759,default,700-739,2806,59
55.0,390.0,3.0,5.0,8.0,22.0,0.007692307692307693,0.567627544687305,0.09441684052087516,0.11833978929385935,default,700-739,2806,59
56.0,360.0,1.0,4.0,5.0,23.0,0.002777777777777778,0.5597438287888703,0.09599358370056213,0.12078884543470969,default,700-739,2806,59
57.0,332.0,0.0,2.0,2.0,20.0,0.0,0.5563718780130338,0.09599358370056213,0.12078884543470969,default,700-739,2806,59
58.0,310.0,2.0,2.0,4.0,23.0,0.0064516129032258064,0.549192886038672,0.09958307968774299,0.12646117546416324,default,700-739,2806,59
59.0,283.0,1.0,5.0,6.0,277.0,0.0035335689045936395,0.5375492206102902,0.10152369059247328,0.1295478850914984,default,700-739,2806,59
1.0,1930.0,0.0,16.0,16.0,23.0,0.0,0.9917098445595854,0.0,0.0,default,740-799,1930,59
2.0,1891.0,0.0,9.0,9.0,22.0,0.0,0.9869899140460813,0.0,0.0,default,740-799,1930,59
3.0,1860.0,0.0,28.0,28.0,28.0,0.0,0.9721320013615167,0.0,0.0,default,740-799,1930,59
4.0,1804.0,0.0,12.0,12.0,22.0,0.0,0.965665491374633,0.0,0.0,default,740-799,1930,59
5.0,1770.0,0.0,22.0,22.0,19.0,0.0,0.9536628694479427,0.0,0.0,default,740-799,1930,59
6.0,1729.0,1.0,14.0,15.0,26.0,0.000578368999421631,0.9453893338541202,0.000551569039588168,0.0005783689994216523,default,740-799,1930,59
7.0,1688.0,0.0,13.0,13.0,24.0,0.0,0.9381084918279924,0.000551569039588168,0.0005783689994216523,default,740-799,1930,59
8.0,1651.0,0.0,10.0,10.0,25.0,0.0,0.9324264294910573,0.000551569039588168,0.0005783689994216523,default,740-799,1930,59
9.0,1616.0,2.0,14.0,16.0,36.0,0.0012376237623762376,0.9231944846446112,0.001705562145393932,0.0018152769585807471,default,740-799,1930,59
10.0,1564.0,1.0,16.0,17.0,22.0,0.0006393861892583121,0.9131597619854306,0.0022958399488751413,0.002453502484822012,default,740-799,1930,59
11.0,1525.0,0.0,19.0,19.0,26.0,0.0,0.9017826895410219,0.0022958399488751413,0.002453502484822012,default,740-799,1930,59
12.0,1480.0,0.0,15.0,15.0,25.0,0.0,0.8926430001199981,0.0022958399488751413,0.002453502484822012,default,740-799,1930,59
13.0,1440.0,0.0,12.0,12.0,18.0,0.0,0.8852043084523314,0.0022958399488751413,0.002453502484822012,default,740-799,1930,59
14.0,1410.0,0.0,13.0,13.0,21.0,0.0,0.8770428502892958,0.0022958399488751413,0.002453502484822012,default,740-799,1930,59
15.0,1376.0,1.0,17.0,18.0,28.0,0.0007267441860465116,0.8655699060267905,0.002933225741236548,0.0031784636022021973,default,740-799,1930,59
16.0,1330.0,0.0,14.0,14.0,22.0,0.0,0.8564586438580875,0.002933225741236548,0.0031784636022021973,default,740-799,1930,59
17.0,1294.0,0.0,13.0,13.0,26.0,0.0,0.8478543452721871,0.002933225741236548,0.0031784636022021973,default,740-799,1930,59
18.0,1255.0,0.0,9.0,9.0,21.0,0.0,0.8417741149076854,0.002933225741236548,0.0031784636022021973,default,740-799,1930,59
19.0,1225.0,0.0,9.0,9.0,19.0,0.0,0.8355896520226493,0.002933225741236548,0.0031784636022021973,default,740-799,1930,59
20.0,1197.0,1.0,13.0,14.0,21.0,0.000835421888053467,0.8258166736364195,0.003631295625967249,0.004011230132192067,default,740-799,1930,59
21.0,1162.0,4.0,9.0,13.0,22.0,0.0034423407917383822,0.8165777607644114,0.0064740380481235985,0.007439762902821334,default,740-799,1930,59
22.0,1127.0,0.0,11.0,11.0,28.0,0.0,0.8086076140311296,0.0064740380481235985,0.007439762902821334,default,740-799,1930,59
23.0,1088.0,2.0,11.0,13.0,16.0,0.001838235294117647,0.7989459421723017,0.00796044910332788,0.009264322162191196,default,740-799,1930,59
24.0,1059.0,3.0,14.0,17.0,23.0,0.0028328611898017,0.7861205587757681,0.010223752055657348,0.0120709388132898,default,740-799,1930,59
