month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,ltv_band,n_loans,follow_up_months
31.0,1864.0,10.0,10.0,20.0,41.0,0.00536480686695279,0.703452919020213,0.19797925768699592,0.2073611100572169,prepaid,60-75%,4334,59
32.0,1803.0,10.0,10.0,20.0,43.0,0.005546311702717693,0.6956497807060675,0.20188082684406866,0.21175733240853578,prepaid,60-75%,4334,59
33.0,1740.0,5.0,16.0,21.0,54.0,0.009195402298850575,0.6872540074906495,0.20827760643676813,0.21900554084615842,prepaid,60-75%,4334,59
34.0,1665.0,8.0,8.0,16.0,39.0,0.004804804804804805,0.6806497647760246,0.21157972779408055,0.22275806677602672,prepaid,60-75%,4334,59
35.0,1610.0,2.0,15.0,17.0,37.0,0.009316770186335404,0.6734627796821162,0.21792118522988202,0.22999945124705745,prepaid,60-75%,4334,59
36.0,1556.0,7.0,13.0,20.0,43.0,0.008354755784061696,0.6648064457530402,0.22354780228378146,0.23643261778548186,prepaid,60-75%,4334,59
37.0,1493.0,7.0,7.0,14.0,34.0,0.004688546550569324,0.6585724938169768,0.22666477825181314,0.24001263900149095,prepaid,60-75%,4334,59
38.0,1445.0,1.0,16.0,17.0,28.0,0.011072664359861591,0.6508245821250124,0.23395693043248555,0.2484277239675644,prepaid,60-75%,4334,59
39.0,1400.0,7.0,9.0,16.0,49.0,0.0064285714285714285,0.6433865869007265,0.23814080274614635,0.253259260027773,prepaid,60-75%,4334,59
40.0,1335.0,2.0,10.0,12.0,36.0,0.00749063670411985,0.6376033366813941,0.24296017792892333,0.2588528236230706,prepaid,60-75%,4334,59
41.0,1287.0,3.0,10.0,13.0,49.0,0.00777000777000777,0.6311628989371376,0.24791436080912063,0.26461154294223865,prepaid,60-75%,4334,59
42.0,1225.0,6.0,13.0,19.0,34.0,0.010612244897959184,0.6213734335658677,0.2546124160631474,0.272415665343668,prepaid,60-75%,4334,59
43.0,1172.0,5.0,7.0,12.0,43.0,0.005972696245733789,0.6150112482392547,0.25832369083700496,0.2767613055677246,prepaid,60-75%,4334,59
44.0,1117.0,5.0,14.0,19.0,37.0,0.012533572068039392,0.6045500005073425,0.26603197863946654,0.28582606986678627,prepaid,60-75%,4334,59
45.0,1061.0,6.0,7.0,13.0,35.0,0.006597549481621112,0.5971426960713431,0.2700205271819278,0.2905378677093239,prepaid,60-75%,4334,59
46.0,1013.0,9.0,12.0,21.0,35.0,0.011846001974333662,0.584763627347258,0.27709428073854786,0.2989421575291542,prepaid,60-75%,4334,59
47.0,957.0,9.0,5.0,14.0,31.0,0.00522466039707419,0.5762090915239961,0.28014947210399854,0.3026049466747699,prepaid,60-75%,4334,59
48.0,912.0,4.0,11.0,15.0,44.0,0.01206140350877193,0.5667319683081409,0.28709936246229234,0.31101650981794704,prepaid,60-75%,4334,59
49.0,853.0,3.0,9.0,12.0,32.0,0.010550996483001172,0.5587591856355761,0.29307894946671587,0.3182859721997038,prepaid,60-75%,4334,59
50.0,809.0,0.0,7.0,7.0,35.0,0.00865265760197775,0.5539244337203115,0.2979137013819804,0.3241846102647249,prepaid,60-75%,4334,59
51.0,767.0,1.0,2.0,3.0,45.0,0.002607561929595828,0.5517578453224485,0.29935809364722243,0.32594684074643365,prepaid,60-75%,4334,59
52.0,719.0,2.0,7.0,9.0,35.0,0.009735744089012517,0.5448512798038087,0.30472986682838676,0.3325092498073168,prepaid,60-75%,4334,59
53.0,675.0,6.0,10.0,16.0,40.0,0.014814814814814815,0.5319362865047554,0.31280173764029506,0.34239800166202317,prepaid,60-75%,4334,59
54.0,619.0,4.0,4.0,8.0,42.0,0.006462035541195477,0.525061504126665,0.31623912882934035,0.3466474491472443,prepaid,60-75%,4334,59
55.0,569.0,1.0,3.0,4.0,36.0,0.005272407732864675,0.5213703863472157,0.31900746716392736,0.35009219018864723,prepaid,60-75%,4334,59
56.0,529.0,2.0,6.0,8.0,30.0,0.011342155009451797,0.5134857680281651,0.3249209309032153,0.35746354530938096,prepaid,60-75%,4334,59
57.0,491.0,0.0,2.0,2.0,28.0,0.004073319755600814,0.5113941763050361,0.3270125226263443,0.36008080174396595,prepaid,60-75%,4334,59
58.0,461.0,1.0,8.0,9.0,35.0,0.01735357917570499,0.5014103420604693,0.33588704195484814,0.3711856902169557,prepaid,60-75%,4334,59
59.0,417.0,1.0,5.0,6.0,411.0,0.011990407673860911,0.4941958047646352,0.34189915636804324,0.3787254301424119,prepaid,60-75%,4334,59
1.0,1885.0,0.0,11.0,11.0,24.0,0.005835543766578249,0.9941644562334218,0.005835543766578249,0.005835543766578244,prepaid,75-80%,1885,59
2.0,1850.0,0.0,16.0,16.0,21.0,0.008648648648648649,0.985566277152484,0.014433722847515951,0.014433722847515984,prepaid,75-80%,1885,59
3.0,1813.0,0.0,12.0,12.0,19.0,0.006618863761720904,0.9790429482358652,0.020957051764134708,0.02095705176413476,prepaid,75-80%,1885,59
4.0,1782.0,6.0,11.0,17.0,30.0,0.006172839506172839,0.9697030323436039,0.027000526753244988,0.027000526753245047,prepaid,75-80%,1885,59
5.0,1735.0,15.0,18.0,33.0,15.0,0.01037463976945245,0.9512591129964345,0.037060846397155574,0.0370950457840471,prepaid,75-80%,1885,59
6.0,1687.0,14.0,10.0,24.0,21.0,0.005927682276229994,0.9377260847143276,0.042699608181366804,0.042802840414847054,prepaid,75-80%,1885,59
7.0,1642.0,13.0,11.0,24.0,18.0,0.006699147381242387,0.9240199787258112,0.048981573426103465,0.04921524525981458,prepaid,75-80%,1885,59
8.0,1600.0,12.0,9.0,21.0,17.0,0.005625,0.9118922165050349,0.05417918580643615,0.05456340950522809,prepaid,75-80%,1885,59
9.0,1562.0,14.0,11.0,25.0,23.0,0.007042253521126761,0.8972972706582835,0.06060096197900682,0.06122141366364198,prepaid,75-80%,1885,59
10.0,1514.0,17.0,11.0,28.0,24.0,0.00726552179656539,0.8807026051507326,0.06712029485697321,0.06804212994481762,prepaid,75-80%,1885,59
11.0,1462.0,10.0,13.0,23.0,15.0,0.008891928864569083,0.8668475026073216,0.0749514397728142,0.07632903303012362,prepaid,75-80%,1885,59
12.0,1424.0,14.0,10.0,24.0,21.0,0.007022471910112359,0.8522377132375352,0.08103885201022516,0.08281548644985592,prepaid,75-80%,1885,59
13.0,1379.0,14.0,16.0,30.0,24.0,0.011602610587382161,0.8336973713977048,0.09092703432480136,0.09345722119735578,prepaid,75-80%,1885,59
14.0,1325.0,9.0,13.0,22.0,23.0,0.009811320754716982,0.8198548490046864,0.09910670664794866,0.10235160317806102,prepaid,75-80%,1885,59
15.0,1280.0,3.0,10.0,13.0,12.0,0.0078125,0.8115281981944826,0.10551182265579777,0.1093644812782324,prepaid,75-80%,1885,59
16.0,1255.0,9.0,10.0,19.0,24.0,0.00796812749003984,0.7992421139190283,0.11197818280077372,0.1164611786385652,prepaid,75-80%,1885,59
17.0,1212.0,7.0,5.0,12.0,22.0,0.004125412541254125,0.7913288256624043,0.11527538624103374,0.1201061407728945,prepaid,75-80%,1885,59
18.0,1178.0,6.0,10.0,16.0,15.0,0.008488964346349746,0.7805807261627451,0.1219929484283207,0.12757552837244546,prepaid,75-80%,1885,59
19.0,1147.0,11.0,9.0,20.0,27.0,0.007846556233653008,0.7669699026899858,0.1281178189910624,0.13442105604868615,prepaid,75-80%,1885,59
20.0,1100.0,15.0,7.0,22.0,24.0,0.006363636363636364,0.7516305046361861,0.13299853655363503,0.13992928569201268,prepaid,75-80%,1885,59
21.0,1054.0,8.0,9.0,17.0,23.0,0.008538899430740038,0.7395074319807637,0.1394166338417998,0.14727334302481332,prepaid,75-80%,1885,59
22.0,1014.0,5.0,11.0,16.0,24.0,0.010848126232741617,0.7278386756575959,0.14743890381397773,0.15652382944170384,prepaid,75-80%,1885,59
23.0,974.0,13.0,10.0,23.0,31.0,0.01026694045174538,0.7106515200722522,0.1549115801554315,0.16518374905729205,prepaid,75-80%,1885,59
24.0,920.0,11.0,11.0,22.0,17.0,0.011956521739130435,0.6936576793748722,0.16340850050412148,0.17516524770986786,prepaid,75-80%,1885,59
25.0,881.0,7.0,6.0,13.0,18.0,0.00681044267877412,0.6834220950027118,0.16813261636819551,0.18078273750980056,prepaid,75-80%,1885,59
26.0,850.0,8.0,4.0,12.0,20.0,0.004705882352941176,0.6737737830732617,0.17134872034467885,0.18463787756857797,prepaid,75-80%,1885,59
27.0,818.0,6.0,7.0,13.0,17.0,0.008557457212713936,0.6630658867652515,0.1771145106643767,0.1916153040441525,prepaid,75-80%,1885,59
28.0,788.0,2.0,8.0,10.0,21.0,0.01015228426395939,0.6546513450550325,0.18384614403255184,0.1998222552721307,prepaid,75-80%,1885,59
29.0,757.0,3.0,7.0,10.0,10.0,0.009247027741083224,0.6460033748429449,0.18989972318101317,0.20722152107542668,prepaid,75-80%,1885,59
30.0,737.0,3.0,6.0,9.0,18.0,0.008141112618724558,0.638114595502936,0.1951589094076857,0.2136756199540527,prepaid,75-80%,1885,59
31.0,710.0,9.0,8.0,17.0,19.0,0.011267605633802818,0.6228357953289221,0.2023489330189864,0.22253561296865487,prepaid,75-80%,1885,59
32.0,674.0,4.0,2.0,6.0,12.0,0.002967359050445104,0.6172912630262908,0.20419711045319686,0.22484262895391105,prepaid,75-80%,1885,59
33.0,656.0,4.0,10.0,14.0,20.0,0.01524390243902439,0.6041173641202419,0.21360703824323177,0.2366590522930283,prepaid,75-80%,1885,59
34.0,622.0,3.0,2.0,5.0,18.0,0.003215434083601286,0.5992611152125229,0.21554953780631936,0.23911352479369374,prepaid,75-80%,1885,59
35.0,599.0,4.0,6.0,10.0,12.0,0.01001669449081803,0.589256756027005,0.22155215331763012,0.2467350921580307,prepaid,75-80%,1885,59
36.0,577.0,4.0,2.0,6.0,17.0,0.0034662045060658577,0.5831293027580933,0.22359463774060068,0.24934606237585377,prepaid,75-80%,1885,59
37.0,554.0,3.0,6.0,9.0,16.0,0.010830324909747292,0.5736560830381965,0.22991011755386523,0.2574758884151045,prepaid,75-80%,1885,59
38.0,529.0,2.0,3.0,5.0,16.0,0.005671077504725898,0.5682340028582513,0.23316336566183232,0.2616868002010302,prepaid,75-80%,1885,59
39.0,508.0,2.0,1.0,3.0,17.0,0.001968503937007874,0.5648782902429467,0.23428193653360052,0.2631401726415793,prepaid,75-80%,1885,59
40.0,488.0,3.0,2.0,5.0,13.0,0.004098360655737705,0.5590906028429165,0.2365970114936126,0.2661600899668187,prepaid,75-80%,1885,59
41.0,470.0,3.0,5.0,8.0,16.0,0.010638297872340425,0.5495741670498455,0.2425447838642819,0.2739668975203632,prepaid,75-80%,1885,59
42.0,446.0,4.0,5.0,9.0,12.0,0.011210762331838564,0.5384841053829205,0.24870592923479587,0.2821062820773098,prepaid,75-80%,1885,59
43.0,425.0,4.0,2.0,6.0,17.0,0.004705882352941176,0.5308819768363381,0.25123997208365667,0.2854846054557696,prepaid,75-80%,1885,59
44.0,402.0,2.0,4.0,6.0,14.0,0.009950248756218905,0.5229583652417659,0.2565223798133715,0.29259421137163255,prepaid,75-80%,1885,59
45.0,382.0,5.0,3.0,8.0,13.0,0.007853403141361256,0.5120063575927236,0.26062938268176233,0.2981497542142637,prepaid,75-80%,1885,59
46.0,361.0,1.0,7.0,8.0,15.0,0.019390581717451522,0.5006599563164306,0.27055748379851874,0.31175903875858546,prepaid,75-80%,1885,59
47.0,338.0,2.0,1.0,3.0,9.0,0.0029585798816568047,0.49621622889350364,0.2720387262728277,0.3137952546202465,prepaid,75-80%,1885,59
48.0,326.0,3.0,0.0,3.0,15.0,0.0,0.4916498218791463,0.2720387262728277,0.3137952546202465,prepaid,75-80%,1885,59
49.0,308.0,0.0,8.0,8.0,15.0,0.025974025974025976,0.4788796966355321,0.2848088515164419,0.33161875450024014,prepaid,75-80%,1885,59
50.0,285.0,0.0,5.0,5.0,14.0,0.017543859649122806,0.4704782984489438,0.2932102497030302,0.34334474126339387,prepaid,75-80%,1885,59
51.0,266.0,3.0,5.0,8.0,11.0,0.018796992481203006,0.4563285751873214,0.3020538267415442,0.35568788522460826,prepaid,75-80%,1885,59
52.0,247.0,1.0,4.0,5.0,13.0,0.016194331983805668,0.4470911546369708,0.3094437631818247,0.36612208951246883,prepaid,75-80%,1885,59
53.0,229.0,2.0,1.0,3.0,12.0,0.004366812227074236,0.4412340652749144,0.3113961263025102,0.3688901153224581,prepaid,75-80%,1885,59
54.0,214.0,4.0,2.0,6.0,12.0,0.009345794392523364,0.4288630167158046,0.3155198091555468,0.3747883385437435,prepaid,75-80%,1885,59
55.0,196.0,0.0,4.0,4.0,14.0,0.02040816326530612,0.42011071025221675,0.3242721156191346,0.38754776020611614,prepaid,75-80%,1885,59
56.0,178.0,0.0,3.0,3.0,18.0,0.016853932584269662,0.4130301926636962,0.3313526332076551,0.39786998896668724,prepaid,75-80%,1885,59
57.0,157.0,1.0,0.0,1.0,7.0,0.0,0.41039942710532873,0.3313526332076551,0.39786998896668724,prepaid,75-80%,1885,59
58.0,149.0,3.0,0.0,3.0,5.0,0.0,0.40213635139179865,0.3313526332076551,0.39786998896668724,prepaid,75-80%,1885,59
59.0,141.0,2.0,2.0,4.0,137.0,0.014184397163120567,0.39072822794805967,0.3370566949295246,0.4064108401870179,prepaid,75-80%,1885,59
1.0,2412.0,0.0,15.0,15.0,25.0,0.006218905472636816,0.9937810945273632,0.006218905472636816,0.006218905472636815,prepaid,80-90%,2412,59
2.0,2372.0,0.0,13.0,13.0,38.0,0.0054806070826306915,0.9883345708221121,0.011665429177887963,0.011665429177887932,prepaid,80-90%,2412,59
3.0,2321.0,0.0,19.0,19.0,32.0,0.008186126669538992,0.9802439388334778,0.01975606116652223,0.019756061166522176,prepaid,80-90%,2412,59
4.0,2270.0,22.0,10.0,32.0,26.0,0.004405286343612335,0.9664255220745919,0.024074316403674113,0.02407431640367408,prepaid,80-90%,2412,59
5.0,2212.0,34.0,14.0,48.0,32.0,0.006329113924050633,0.9454542630060654,0.030190933631994314,0.030251061236562293,prepaid,80-90%,2412,59
6.0,2132.0,41.0,15.0,56.0,33.0,0.007035647279549718,0.9206205675424914,0.03684281634545162,0.03707387271941953,prepaid,80-90%,2412,59
7.0,2043.0,35.0,18.0,53.0,33.0,0.00881057268722467,0.8967376061720792,0.04495401077313877,0.04555780335625281,prepaid,80-90%,2412,59
8.0,1957.0,39.0,17.0,56.0,28.0,0.008686765457332652,0.8710772556633227,0.052743760034725556,0.053848818861078396,prepaid,80-90%,2412,59
9.0,1873.0,29.0,10.0,39.0,25.0,0.005339028296849973,0.85293950180808,0.05739446615145446,0.058900346790277114,prepaid,80-90%,2412,59
10.0,1809.0,34.0,11.0,45.0,22.0,0.006080707573244887,0.8317221012655904,0.06258094183961857,0.0646228985787276,prepaid,80-90%,2412,59
11.0,1742.0,29.0,12.0,41.0,26.0,0.006888633754305396,0.8121465523839089,0.06831037078059853,0.07106636885258255,prepaid,80-90%,2412,59
12.0,1675.0,29.0,12.0,41.0,31.0,0.007164179104477612,0.7922671442360042,0.07412873414096086,0.07772141576229541,prepaid,80-90%,2412,59
13.0,1603.0,26.0,10.0,36.0,24.0,0.006238303181534623,0.7744744947085581,0.07907113678747367,0.08347486918860669,prepaid,80-90%,2412,59
14.0,1543.0,22.0,9.0,31.0,30.0,0.005832793259883344,0.7589147349315228,0.08358848640016131,0.0888207707941171,prepaid,80-90%,2412,59
15.0,1482.0,28.0,12.0,40.0,22.0,0.008097165991902834,0.7384312063233845,0.08973354498260279,0.09619874026137121,prepaid,80-90%,2412,59
16.0,1420.0,22.0,11.0,33.0,24.0,0.007746478873239437,0.7212704811060101,0.0954537867217276,0.10320001762554365,prepaid,80-90%,2412,59
17.0,1363.0,25.0,13.0,38.0,28.0,0.009537784299339692,0.7011616929313744,0.10233310899199768,0.11175350241708282,prepaid,80-90%,2412,59
18.0,1297.0,19.0,7.0,26.0,22.0,0.005397070161912105,0.6871060229111619,0.10611732784359339,0.11654743108561061,prepaid,80-90%,2412,59
19.0,1249.0,23.0,9.0,32.0,20.0,0.007205764611689352,0.6695020255267286,0.11106845210796525,0.12291338234279992,prepaid,80-90%,2412,59
20.0,1197.0,13.0,7.0,20.0,22.0,0.005847953216374269,0.6583156926023054,0.11498366863151337,0.12804254384956715,prepaid,80-90%,2412,59
21.0,1155.0,21.0,8.0,29.0,26.0,0.006926406926406926,0.6417865540001696,0.11954343100451635,0.13408207601337963,prepaid,80-90%,2412,59
22.0,1100.0,12.0,5.0,17.0,19.0,0.004545454545454545,0.6318680345292579,0.12246064261360803,0.13801806657695515,prepaid,80-90%,2412,59
23.0,1064.0,19.0,7.0,26.0,19.0,0.006578947368421052,0.6164276502268512,0.12661766915656367,0.14368900034947518,prepaid,80-90%,2412,59
24.0,1019.0,23.0,6.0,29.0,28.0,0.005888125613346418,0.5988845669524855,0.13024727259263932,0.14873106707950767,prepaid,80-90%,2412,59
25.0,962.0,16.0,7.0,23.0,17.0,0.007276507276507277,0.584566120965056,0.134605060501857,0.15492533166416822,prepaid,80-90%,2412,59
26.0,922.0,16.0,4.0,20.0,19.0,0.004338394793926247,0.5718857278855537,0.13714113911775747,0.15859159920575538,prepaid,80-90%,2412,59
27.0,883.0,4.0,10.0,14.0,21.0,0.011325028312570781,0.562818457001751,0.14361776117761652,0.1681205731671851,prepaid,80-90%,2412,59
28.0,848.0,12.0,4.0,16.0,20.0,0.0047169811320754715,0.5521992408319066,0.14627256522007762,0.17204453272771725,prepaid,80-90%,2412,59
29.0,812.0,11.0,8.0,19.0,20.0,0.009852216748768473,0.5392783226351009,0.15171295182925895,0.18020172944961166,prepaid,80-90%,2412,59
30.0,773.0,13.0,6.0,19.0,28.0,0.007761966364812419,0.5260230986634749,0.15589881203082506,0.1865649760515552,prepaid,80-90%,2412,59
31.0,726.0,15.0,7.0,22.0,25.0,0.009641873278236915,0.5100830047645817,0.1609706600895638,0.19440801347254577,prepaid,80-90%,2412,59
32.0,679.0,11.0,5.0,16.0,14.0,0.007363770250368188,0.49806337578632937,0.16472679414526764,0.20034020777687167,prepaid,80-90%,2412,59
33.0,649.0,9.0,7.0,16.0,17.0,0.01078582434514638,0.48578446359437055,0.17009881822924963,0.20896519783166656,prepaid,80-90%,2412,59
34.0,616.0,8.0,4.0,12.0,23.0,0.006493506493506494,0.47632112988798675,0.17325326279804423,0.21410178745613617,prepaid,80-90%,2412,59
35.0,581.0,12.0,3.0,15.0,14.0,0.0051635111876075735,0.4640236824726342,0.17571275228111474,0.21815978166892724,prepaid,80-90%,2412,59
36.0,552.0,10.0,0.0,10.0,17.0,0.0,0.4556174563408836,0.17571275228111474,0.21815978166892724,prepaid,80-90%,2412,59
37.0,525.0,6.0,2.0,8.0,10.0,0.0038095238095238095,0.4486747141490225,0.17744843782908,0.2211382205959027,prepaid,80-90%,2412,59
38.0,507.0,4.0,0.0,4.0,20.0,0.0,0.44513487419518405,0.17744843782908,0.2211382205959027,prepaid,80-90%,2412,59
39.0,483.0,3.0,5.0,8.0,10.0,0.010351966873706004,0.4377620398399843,0.18205645930107986,0.2292009719354896,prepaid,80-90%,2412,59
40.0,465.0,4.0,6.0,10.0,13.0,0.012903225806451613,0.42834780242407067,0.18770500175062804,0.23914676584599948,prepaid,80-90%,2412,59
41.0,442.0,5.0,1.0,6.0,11.0,0.0022624434389140274,0.4225331263730652,0.18867411442579562,0.24086815325358768,prepaid,80-90%,2412,59
42.0,425.0,7.0,6.0,13.0,21.0,0.01411764705882353,0.40960858368400677,0.19463928797459185,0.2515853087370665,prepaid,80-90%,2412,59
43.0,391.0,3.0,3.0,6.0,16.0,0.0076726342710997444,0.40332302997018565,0.19778206483150237,0.25732762094624506,prepaid,80-90%,2412,59
44.0,369.0,4.0,2.0,6.0,16.0,0.005420054200542005,0.39676493192188994,0.1999680975142676,0.26135294549396193,prepaid,80-90%,2412,59
45.0,347.0,5.0,0.0,5.0,13.0,0.0,0.3910478579748886,0.1999680975142676,0.26135294549396193,prepaid,80-90%,2412,59
46.0,329.0,2.0,1.0,3.0,24.0,0.00303951367781155,0.38748207203590784,0.2011566928272612,0.26359807331920826,prepaid,80-90%,2412,59
47.0,302.0,3.0,3.0,6.0,13.0,0.009933774834437087,0.37978375272393616,0.20500585248324704,0.27091332424650094,prepaid,80-90%,2412,59
48.0,283.0,3.0,5.0,8.0,9.0,0.0176678445229682,0.3690478162511747,0.21171581277872295,0.2837947142774815,prepaid,80-90%,2412,59
49.0,266.0,7.0,4.0,11.0,16.0,0.015037593984962405,0.35378644039116375,0.21726540400054511,0.29456471857406075,prepaid,80-90%,2412,59
50.0,239.0,5.0,3.0,8.0,10.0,0.012552301255230125,0.341944216445016,0.22170623798035052,0.3034195547425872,prepaid,80-90%,2412,59
51.0,221.0,2.0,3.0,5.0,10.0,0.013574660633484163,0.33420792195530974,0.22634801467417426,0.3128753978908778,prepaid,80-90%,2412,59
52.0,206.0,4.0,0.0,4.0,8.0,0.0,0.3277184477425853,0.22634801467417426,0.3128753978908778,prepaid,80-90%,2412,59
53.0,194.0,3.0,2.0,5.0,12.0,0.010309278350515464,0.31927209599664236,0.22972655537255143,0.3199591566755079,prepaid,80-90%,2412,59
54.0,177.0,4.0,0.0,4.0,11.0,0.0,0.31205690738654873,0.22972655537255143,0.3199591566755079,prepaid,80-90%,2412,59
55.0,162.0,2.0,1.0,3.0,8.0,0.006172839506172839,0.3062780757682793,0.23165283257864125,0.3241569396589924,prepaid,80-90%,2412,59
56.0,151.0,1.0,0.0,1.0,7.0,0.0,0.3042497441406748,0.23165283257864125,0.3241569396589924,prepaid,80-90%,2412,59
57.0,143.0,1.0,2.0,3.0,7.0,0.013986013986013986,0.2978668823754858,0.2359080737554339,0.33360929015327223,prepaid,80-90%,2412,59
58.0,133.0,2.0,0.0,2.0,9.0,0.0,0.2933876811367567,0.2359080737554339,0.33360929015327223,prepaid,80-90%,2412,59
59.0,122.0,1.0,1.0,2.0,120.0,0.00819672131147541,0.28857804701976064,0.23831289081393192,0.3390715090864421,prepaid,80-90%,2412,59
1.0,608.0,0.0,6.0,6.0,12.0,0.009868421052631578,0.9901315789473685,0.009868421052631578,0.009868421052631526,prepaid,90-97%,608,48
2.0,590.0,0.0,2.0,2.0,6.0,0.003389830508474576,0.9867752007136487,0.013224799286351471,0.01322479928635134,prepaid,90-97%,608,48
3.0,582.0,0.0,7.0,7.0,7.0,0.012027491408934709,0.9749067704645155,0.025093229535484703,0.02509322953548454,prepaid,90-97%,608,48
4.0,568.0,11.0,0.0,11.0,9.0,0.0,0.9560265337125617,0.025093229535484703,0.02509322953548454,prepaid,90-97%,608,48
5.0,548.0,19.0,4.0,23.0,7.0,0.0072992700729927005,0.9159013324801002,0.03207152540199975,0.03220933734909415,prepaid,90-97%,608,48
6.0,518.0,13.0,1.0,14.0,9.0,0.0019305019305019305,0.8911472424130705,0.033839674692501875,0.03407765909166349,prepaid,90-97%,608,48
7.0,495.0,16.0,2.0,18.0,7.0,0.00404040404040404,0.8587418881435043,0.037440269611342565,0.03798037562058609,prepaid,90-97%,608,48
