month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,ltv_band,n_loans,follow_up_months
17.0,2892.0,18.0,24.0,42.0,62.0,0.006224066390041493,0.8246118288986919,0.05492752427620637,0.059307725069159156,default,60-75%,4334,59
18.0,2788.0,7.0,16.0,23.0,49.0,0.002510760401721664,0.8178090770820957,0.05699792700299648,0.061669577983261004,default,60-75%,4334,59
19.0,2716.0,7.0,21.0,28.0,55.0,0.002577319587628866,0.8093780556688782,0.05910568235630085,0.06408795535959277,default,60-75%,4334,59
20.0,2633.0,9.0,25.0,34.0,43.0,0.003418154196733764,0.7989265350107917,0.06187226135402964,0.06728704704275401,default,60-75%,4334,59
21.0,2556.0,15.0,24.0,39.0,43.0,0.005868544600938967,0.7867363414014721,0.0665607973576141,0.07276071460705713,default,60-75%,4334,59
22.0,2474.0,8.0,19.0,27.0,50.0,0.0032336297493936943,0.7781502940215854,0.06910481139609904,0.07575906314511027,default,60-75%,4334,59
23.0,2397.0,7.0,13.0,20.0,40.0,0.002920317062995411,0.7716575923609965,0.07137725697730518,0.07845813972332649,default,60-75%,4334,59
24.0,2337.0,11.0,16.0,27.0,51.0,0.004706889174154899,0.7627424212040659,0.07500936374494359,0.0827957351289933,default,60-75%,4334,59
25.0,2259.0,11.0,16.0,27.0,35.0,0.004869411243913236,0.7536259779227424,0.07872347026696427,0.08726197988932138,default,60-75%,4334,59
26.0,2197.0,10.0,18.0,28.0,36.0,0.004551661356395084,0.7440212772482605,0.08215372050785068,0.09141645426397171,default,60-75%,4334,59
27.0,2133.0,10.0,7.0,17.0,50.0,0.0046882325363338025,0.7380914311567366,0.0856418652675706,0.09567610520506886,default,60-75%,4334,59
28.0,2066.0,7.0,12.0,19.0,43.0,0.003388189738625363,0.7313035622351596,0.08814265908078317,0.09874012614580674,default,60-75%,4334,59
29.0,2004.0,13.0,24.0,37.0,44.0,0.006487025948103792,0.7178014505571652,0.09288664426494339,0.10458662233348359,default,60-75%,4334,59
30.0,1923.0,5.0,13.0,18.0,41.0,0.0026001040041601664,0.7110825602243368,0.09475300269072905,0.1069147902421329,default,60-75%,4334,59
31.0,1864.0,10.0,10.0,20.0,41.0,0.00536480686695279,0.703452919020213,0.09856782329279094,0.11170601990821594,default,60-75%,4334,59
32.0,1803.0,10.0,10.0,20.0,43.0,0.005546311702717693,0.6956497807060675,0.10246939244986367,0.11663277520545268,default,60-75%,4334,59
33.0,1740.0,5.0,16.0,21.0,54.0,0.0028735632183908046,0.6872540074906495,0.10446838607258226,0.11917118677095428,default,60-75%,4334,59
34.0,1665.0,8.0,8.0,16.0,39.0,0.004804804804804805,0.6806497647760246,0.10777050742989469,0.12340339728496774,default,60-75%,4334,59
35.0,1610.0,2.0,15.0,17.0,37.0,0.0012422360248447205,0.6734627796821162,0.10861603508800155,0.1244923371641169,default,60-75%,4334,59
36.0,1556.0,7.0,13.0,20.0,43.0,0.004498714652956298,0.6648064457530402,0.11164575196317816,0.12843099631569221,default,60-75%,4334,59
37.0,1493.0,7.0,7.0,14.0,34.0,0.004688546550569324,0.6585724938169768,0.11476272793120983,0.13251738816149938,default,60-75%,4334,59
38.0,1445.0,1.0,16.0,17.0,28.0,0.0006920415224913495,0.6508245821250124,0.11521848744250185,0.13311772214893092,default,60-75%,4334,59
39.0,1400.0,7.0,9.0,16.0,49.0,0.005,0.6433865869007265,0.11847261035312691,0.1374521335381863,default,60-75%,4334,59
40.0,1335.0,2.0,10.0,12.0,36.0,0.00149812734082397,0.6376033366813941,0.11943648538968231,0.13874434007970216,default,60-75%,4334,59
41.0,1287.0,3.0,10.0,13.0,49.0,0.002331002331002331,0.6311628989371376,0.1209227402537415,0.14075192903056533,default,60-75%,4334,59
42.0,1225.0,6.0,13.0,19.0,34.0,0.004897959183673469,0.6213734335658677,0.12401415037098462,0.14496049101082376,default,60-75%,4334,59
43.0,1172.0,5.0,7.0,12.0,43.0,0.004266211604095563,0.6150112482392547,0.12666506092374002,0.14860827048603353,default,60-75%,4334,59
44.0,1117.0,5.0,14.0,19.0,37.0,0.004476275738585497,0.6045500005073425,0.1294180208531906,0.15241933462888924,default,60-75%,4334,59
45.0,1061.0,6.0,7.0,13.0,35.0,0.005655042412818096,0.5971426960713431,0.1328367767467288,0.1572124392398475,default,60-75%,4334,59
46.0,1013.0,9.0,12.0,21.0,35.0,0.008884501480750246,0.584763627347258,0.13814209191419385,0.16470018657137897,default,60-75%,4334,59
47.0,957.0,9.0,5.0,14.0,31.0,0.009404388714733543,0.5762090915239961,0.14364143637200505,0.17255567071020617,default,60-75%,4334,59
48.0,912.0,4.0,11.0,15.0,44.0,0.0043859649122807015,0.5667319683081409,0.14616866922956642,0.1761848125053369,default,60-75%,4334,59
49.0,853.0,3.0,9.0,12.0,32.0,0.0035169988276670576,0.5587591856355761,0.1481618648977076,0.17908216955396994,default,60-75%,4334,59
50.0,809.0,0.0,7.0,7.0,35.0,0.0,0.5539244337203115,0.1481618648977076,0.17908216955396994,default,60-75%,4334,59
51.0,767.0,1.0,2.0,3.0,45.0,0.001303780964797914,0.5517578453224485,0.1488840610303286,0.18015246659496864,default,60-75%,4334,59
52.0,719.0,2.0,7.0,9.0,35.0,0.0027816411682892906,0.5448512798038087,0.15041885336780414,0.1824329882456085,default,60-75%,4334,59
53.0,675.0,6.0,10.0,16.0,40.0,0.008888888888888889,0.5319362865047554,0.1552619758549491,0.1897002505723141,default,60-75%,4334,59
54.0,619.0,4.0,4.0,8.0,42.0,0.006462035541195477,0.525061504126665,0.15869936704399437,0.19493643635213764,default,60-75%,4334,59
55.0,569.0,1.0,3.0,4.0,36.0,0.0017574692442882249,0.5213703863472157,0.1596221464888567,0.19635131080494583,default,60-75%,4334,59
56.0,529.0,2.0,6.0,8.0,30.0,0.003780718336483932,0.5134857680281651,0.16159330106861933,0.19938968014027691,default,60-75%,4334,59
57.0,491.0,0.0,2.0,2.0,28.0,0.0,0.5113941763050361,0.16159330106861933,0.19938968014027691,default,60-75%,4334,59
58.0,461.0,1.0,8.0,9.0,35.0,0.0021691973969631237,0.5014103420604693,0.1627026159846823,0.20112636196209843,default,60-75%,4334,59
59.0,417.0,1.0,5.0,6.0,411.0,0.002398081534772182,0.4941958047646352,0.16390503886732133,0.20304212608209338,default,60-75%,4334,59
1.0,1885.0,0.0,11.0,11.0,24.0,0.0,0.9941644562334218,0.0,0.0,default,75-80%,1885,59
2.0,1850.0,0.0,16.0,16.0,21.0,0.0,0.985566277152484,0.0,0.0,default,75-80%,1885,59
3.0,1813.0,0.0,12.0,12.0,19.0,0.0,0.9790429482358652,0.0,0.0,default,75-80%,1885,59
4.0,1782.0,6.0,11.0,17.0,30.0,0.003367003367003367,0.9697030323436039,0.003296440903151061,0.0033670033670033517,default,75-80%,1885,59
5.0,1735.0,15.0,18.0,33.0,15.0,0.008645533141210375,0.9512591129964345,0.011680040606409887,0.011983426969017774,default,75-80%,1885,59
6.0,1687.0,14.0,10.0,24.0,21.0,0.008298755186721992,0.9377260847143276,0.01957430710430561,0.020182734629025867,default,75-80%,1885,59
7.0,1642.0,13.0,11.0,24.0,18.0,0.007917174177831911,0.9240199787258112,0.0269984478480853,0.027940118581414763,default,75-80%,1885,59
8.0,1600.0,12.0,9.0,21.0,17.0,0.0075,0.9118922165050349,0.033928597688528885,0.03523056769205413,default,75-80%,1885,59
9.0,1562.0,14.0,11.0,25.0,23.0,0.008962868117797696,0.8972972706582835,0.042101767362709736,0.04387766887791278,default,75-80%,1885,59
10.0,1514.0,17.0,11.0,28.0,24.0,0.011228533685601057,0.8807026051507326,0.05217709999229416,0.05461352068047254,default,75-80%,1885,59
11.0,1462.0,10.0,13.0,23.0,15.0,0.006839945280437756,0.8668475026073216,0.058201057619864154,0.0610799124678838,default,75-80%,1885,59
12.0,1424.0,14.0,10.0,24.0,21.0,0.009831460674157303,0.8522377132375352,0.0667234347522395,0.07031086838463219,default,75-80%,1885,59
13.0,1379.0,14.0,16.0,30.0,24.0,0.01015228426395939,0.8336973713977048,0.07537559427749367,0.079749336725905,default,75-80%,1885,59
14.0,1325.0,9.0,13.0,22.0,23.0,0.006792452830188679,0.8198548490046864,0.08103844434736487,0.08600009594814417,default,75-80%,1885,59
15.0,1280.0,3.0,10.0,13.0,12.0,0.00234375,0.8115281981944826,0.08295997914971961,0.08814228322326567,default,75-80%,1885,59
16.0,1255.0,9.0,10.0,19.0,24.0,0.007171314741035857,0.7992421139190283,0.08877970328019798,0.0946815019093139,default,75-80%,1885,59
17.0,1212.0,7.0,5.0,12.0,22.0,0.005775577557755775,0.7913288256624043,0.093395788096562,0.09991023910950769,default,75-80%,1885,59
18.0,1178.0,6.0,10.0,16.0,15.0,0.0050933786078098476,0.7805807261627451,0.09742632540893419,0.10449473704273604,default,75-80%,1885,59
19.0,1147.0,11.0,9.0,20.0,27.0,0.00959023539668701,0.7669699026899858,0.1049122783189518,0.1130828433134683,default,75-80%,1885,59
20.0,1100.0,15.0,7.0,22.0,24.0,0.013636363636363636,0.7516305046361861,0.11537095881017886,0.12517716817737556,default,75-80%,1885,59
21.0,1054.0,8.0,9.0,17.0,23.0,0.007590132827324478,0.7395074319807637,0.12107593417743645,0.13181718967128542,default,75-80%,1885,59
22.0,1014.0,5.0,11.0,16.0,24.0,0.004930966469428008,0.7278386756575959,0.12472242052842641,0.13609816999835012,default,75-80%,1885,59
23.0,974.0,13.0,10.0,23.0,31.0,0.013347022587268994,0.7106515200722522,0.1344368997723163,0.14762868723656508,default,75-80%,1885,59
24.0,920.0,11.0,11.0,22.0,17.0,0.011956521739130435,0.6936576793748722,0.14293382012100628,0.15782008336743225,default,75-80%,1885,59
25.0,881.0,7.0,6.0,13.0,18.0,0.007945516458569807,0.6834220950027118,0.14844528862909268,0.16451163775611322,default,75-80%,1885,59
26.0,850.0,8.0,4.0,12.0,20.0,0.009411764705882352,0.6737737830732617,0.15487749658205938,0.17237505763605565,default,75-80%,1885,59
27.0,818.0,6.0,7.0,13.0,17.0,0.007334963325183374,0.6630658867652515,0.1598196025703718,0.17844565623530217,default,75-80%,1885,59
28.0,788.0,2.0,8.0,10.0,21.0,0.0025380710659898475,0.6546513450550325,0.1615025109124156,0.18053081954434957,default,75-80%,1885,59
29.0,757.0,3.0,7.0,10.0,10.0,0.003963011889035667,0.6460033748429449,0.16409690197604188,0.1837783856491937,default,75-80%,1885,59
30.0,737.0,3.0,6.0,9.0,18.0,0.004070556309362279,0.638114595502936,0.16672649508937815,0.18710086169132722,default,75-80%,1885,59
31.0,710.0,9.0,8.0,17.0,19.0,0.01267605633802817,0.6228357953289221,0.17481527165209143,0.1974052169656625,default,75-80%,1885,59
32.0,674.0,4.0,2.0,6.0,12.0,0.005934718100890208,0.6172912630262908,0.17851162652051233,0.20216839075221638,default,75-80%,1885,59
33.0,656.0,4.0,10.0,14.0,20.0,0.006097560975609756,0.6041173641202419,0.18227559763652632,0.20703321763787363,default,75-80%,1885,59
34.0,622.0,3.0,2.0,5.0,18.0,0.00482315112540193,0.5992611152125229,0.18518934698115772,0.2108578162666298,default,75-80%,1885,59
35.0,599.0,4.0,6.0,10.0,12.0,0.00667779632721202,0.589256756027005,0.18919109065536488,0.21612754704281256,default,75-80%,1885,59
36.0,577.0,4.0,2.0,6.0,17.0,0.006932409012131715,0.5831293027580933,0.193276059501306,0.2215616715000548,default,75-80%,1885,59
37.0,554.0,3.0,6.0,9.0,16.0,0.005415162454873646,0.5736560830381965,0.19643379940793826,0.22577704150998223,default,75-80%,1885,59
38.0,529.0,2.0,3.0,5.0,16.0,0.003780718336483932,0.5682340028582513,0.19860263147991633,0.22870416044567232,default,75-80%,1885,59
39.0,508.0,2.0,1.0,3.0,17.0,0.003937007874015748,0.5648782902429467,0.20083977322345276,0.23174075823919327,default,75-80%,1885,59
40.0,488.0,3.0,2.0,5.0,13.0,0.006147540983606557,0.5590906028429165,0.20431238566347087,0.2364636634139523,default,75-80%,1885,59
41.0,470.0,3.0,5.0,8.0,16.0,0.006382978723404255,0.5495741670498455,0.20788104908587246,0.241337299604927,default,75-80%,1885,59
42.0,446.0,4.0,5.0,9.0,12.0,0.008968609865470852,0.5384841053829205,0.21280996538228364,0.2481414493842551,default,75-80%,1885,59
43.0,425.0,4.0,2.0,6.0,17.0,0.009411764705882352,0.5308819768363381,0.21787805108000524,0.25521776515475625,default,75-80%,1885,59
44.0,402.0,2.0,4.0,6.0,14.0,0.004975124378109453,0.5229583652417659,0.22051925494486266,0.25892314940771766,default,75-80%,1885,59
45.0,382.0,5.0,3.0,8.0,13.0,0.013089005235602094,0.5120063575927236,0.22736425972551405,0.2686231081851035,default,75-80%,1885,59
46.0,361.0,1.0,7.0,8.0,15.0,0.002770083102493075,0.5006599563164306,0.22878255988505067,0.2706490829546738,default,75-80%,1885,59
47.0,338.0,2.0,1.0,3.0,9.0,0.005917159763313609,0.49621622889350364,0.2317450448336686,0.2749647688543503,default,75-80%,1885,59
48.0,326.0,3.0,0.0,3.0,15.0,0.009202453987730062,0.4916498218791463,0.236311451848026,0.28163687220845135,default,75-80%,1885,59
49.0,308.0,0.0,8.0,8.0,15.0,0.0,0.4788796966355321,0.236311451848026,0.28163687220845135,default,75-80%,1885,59
50.0,285.0,0.0,5.0,5.0,14.0,0.0,0.4704782984489438,0.236311451848026,0.28163687220845135,default,75-80%,1885,59
51.0,266.0,3.0,5.0,8.0,11.0,0.011278195488721804,0.4563285751873214,0.24161759807113437,0.2897387119955741,default,75-80%,1885,59
52.0,247.0,1.0,4.0,5.0,13.0,0.004048582995951417,0.4470911546369708,0.2434650821812045,0.29261426376887145,default,75-80%,1885,59
53.0,229.0,2.0,1.0,3.0,12.0,0.008733624454148471,0.4412340652749144,0.24736980842257542,0.29879230513333543,default,75-80%,1885,59
54.0,214.0,4.0,2.0,6.0,12.0,0.018691588785046728,0.4288630167158046,0.2556171741286486,0.31189899101869367,default,75-80%,1885,59
55.0,196.0,0.0,4.0,4.0,14.0,0.0,0.42011071025221675,0.2556171741286486,0.31189899101869367,default,75-80%,1885,59
56.0,178.0,0.0,3.0,3.0,18.0,0.0,0.4130301926636962,0.2556171741286486,0.31189899101869367,default,75-80%,1885,59
57.0,157.0,1.0,0.0,1.0,7.0,0.006369426751592357,0.41039942710532873,0.2582479396870161,0.3162817999930969,default,75-80%,1885,59
58.0,149.0,3.0,0.0,3.0,5.0,0.020134228187919462,0.40213635139179865,0.2665110154005462,0.3300479382482694,default,75-80%,1885,59
59.0,141.0,2.0,2.0,4.0,137.0,0.014184397163120567,0.39072822794805967,0.2722150771224157,0.3395508043724075,default,75-80%,1885,59
1.0,2412.0,0.0,15.0,15.0,25.0,0.0,0.9937810945273632,0.0,0.0,default,80-90%,2412,59
2.0,2372.0,0.0,13.0,13.0,38.0,0.0,0.9883345708221121,0.0,0.0,default,80-90%,2412,59
3.0,2321.0,0.0,19.0,19.0,32.0,0.0,0.9802439388334778,0.0,0.0,default,80-90%,2412,59
4.0,2270.0,22.0,10.0,32.0,26.0,0.009691629955947136,0.9664255220745919,0.009500161521734145,0.00969162995594719,default,80-90%,2412,59
5.0,2212.0,34.0,14.0,48.0,32.0,0.015370705244122965,0.9454542630060654,0.024354803361940347,0.02491336801268218,default,80-90%,2412,59
6.0,2132.0,41.0,15.0,56.0,33.0,0.019230769230769232,0.9206205675424914,0.04253661611205699,0.043665034012438375,default,80-90%,2412,59
7.0,2043.0,35.0,18.0,53.0,33.0,0.017131669114047968,0.8967376061720792,0.058308383054782004,0.060048648211931566,default,80-90%,2412,59
8.0,1957.0,39.0,17.0,56.0,28.0,0.01992846193152785,0.8710772556633227,0.07617898430195169,0.07878043294352821,default,80-90%,2412,59
9.0,1873.0,29.0,10.0,39.0,25.0,0.015483182060864922,0.85293950180808,0.0896660320404655,0.09304384321829473,default,80-90%,2412,59
10.0,1809.0,34.0,11.0,45.0,22.0,0.018794914317302378,0.8317221012655904,0.10569695689479094,0.1100900064745568,default,80-90%,2412,59
11.0,1742.0,29.0,12.0,41.0,26.0,0.016647531572904706,0.8121465523839089,0.1195430768354925,0.12490481118881502,default,80-90%,2412,59
12.0,1675.0,29.0,12.0,41.0,31.0,0.017313432835820895,0.7922671442360042,0.1336041216230348,0.14005571296524744,default,80-90%,2412,59
13.0,1603.0,26.0,10.0,36.0,24.0,0.016219588271990017,0.7744744947085581,0.14645436850396812,0.15400365523780113,default,80-90%,2412,59
14.0,1543.0,22.0,9.0,31.0,30.0,0.014257939079714841,0.7589147349315228,0.15749677866831568,0.16606581958308197,default,80-90%,2412,59
15.0,1482.0,28.0,12.0,40.0,22.0,0.018893387314439947,0.7384312063233845,0.17183524869401248,0.18182166104844877,default,80-90%,2412,59
16.0,1420.0,22.0,11.0,33.0,24.0,0.015492957746478873,0.7212704811060101,0.1832757321722621,0.19449766348290942,default,80-90%,2412,59
17.0,1363.0,25.0,13.0,38.0,28.0,0.018341892883345562,0.7011616929313744,0.19650519807662764,0.20927210105659044,default,80-90%,2412,59
18.0,1297.0,19.0,7.0,26.0,22.0,0.014649190439475714,0.6871060229111619,0.20677664924524453,0.22085562463401898,default,80-90%,2412,59
19.0,1249.0,23.0,9.0,32.0,20.0,0.018414731785428344,0.6695020255267286,0.21942952236530594,0.23520335932850855,default,80-90%,2412,59
20.0,1197.0,13.0,7.0,20.0,22.0,0.01086048454469507,0.6583156926023054,0.22670063876618102,0.24350942142435605,default,80-90%,2412,59
21.0,1155.0,21.0,8.0,29.0,26.0,0.01818181818181818,0.6417865540001696,0.23867001499531385,0.2572637955802769,default,80-90%,2412,59
22.0,1100.0,12.0,5.0,17.0,19.0,0.01090909090909091,0.6318680345292579,0.2456713228571339,0.26536637235576477,default,80-90%,2412,59
23.0,1064.0,19.0,7.0,26.0,19.0,0.017857142857142856,0.6164276502268512,0.25695468061658494,0.278484829992269,default,80-90%,2412,59
24.0,1019.0,23.0,6.0,29.0,28.0,0.022571148184494603,0.5988845669524855,0.270868160454875,0.2947702558118742,default,80-90%,2412,59
25.0,962.0,16.0,7.0,23.0,17.0,0.016632016632016633,0.584566120965056,0.28082881853308683,0.30649964864660395,default,80-90%,2412,59
26.0,922.0,16.0,4.0,20.0,19.0,0.01735357917570499,0.5718857278855537,0.2909731329966887,0.3185343619021943,default,80-90%,2412,59
27.0,883.0,4.0,10.0,14.0,21.0,0.004530011325028313,0.562818457001751,0.2935637818206323,0.32162140896039504,default,80-90%,2412,59
28.0,848.0,12.0,4.0,16.0,20.0,0.014150943396226415,0.5521992408319066,0.30152819394801555,0.33122110600340837,default,80-90%,2412,59
29.0,812.0,11.0,8.0,19.0,20.0,0.013546798029556651,0.5392783226351009,0.3090087255356399,0.3402809186068104,default,80-90%,2412,59
30.0,773.0,13.0,6.0,19.0,28.0,0.016817593790426907,0.5260230986634749,0.3180780893056998,0.35137580613347463,default,80-90%,2412,59
31.0,726.0,15.0,7.0,22.0,25.0,0.02066115702479339,0.5100830047645817,0.32894633514585425,0.364777132453031,default,80-90%,2412,59
32.0,679.0,11.0,5.0,16.0,14.0,0.016200294550810016,0.49806337578632937,0.3372098300684027,0.3750679300127021,default,80-90%,2412,59
33.0,649.0,9.0,7.0,16.0,17.0,0.01386748844375963,0.48578446359437055,0.34411671817637957,0.38373416827138573,default,80-90%,2412,59
34.0,616.0,8.0,4.0,12.0,23.0,0.012987012987012988,0.47632112988798675,0.35042560731396877,0.39173762063149764,default,80-90%,2412,59
35.0,581.0,12.0,3.0,15.0,14.0,0.020654044750430294,0.4640236824726342,0.36026356524625075,0.4043006990349779,default,80-90%,2412,59
36.0,552.0,10.0,0.0,10.0,17.0,0.018115942028985508,0.4556174563408836,0.3686697913780014,0.41509235303796743,default,80-90%,2412,59
37.0,525.0,6.0,2.0,8.0,10.0,0.011428571428571429,0.4486747141490225,0.3738768480218972,0.4217770118603906,default,80-90%,2412,59
38.0,507.0,4.0,0.0,4.0,20.0,0.007889546351084813,0.44513487419518405,0.37741668797573563,0.4263389289265809,default,80-90%,2412,59
39.0,483.0,3.0,5.0,8.0,10.0,0.006211180124223602,0.4377620398399843,0.38018150085893554,0.4299020411692729,default,80-90%,2412,59
40.0,465.0,4.0,6.0,10.0,13.0,0.008602150537634409,0.42834780242407067,0.383947195825301,0.4348061096323329,default,80-90%,2412,59
41.0,442.0,5.0,1.0,6.0,11.0,0.011312217194570135,0.4225331263730652,0.3887927592011389,0.441199705677216,default,80-90%,2412,59
42.0,425.0,7.0,6.0,13.0,21.0,0.01647058823529412,0.40960858368400677,0.39575212834140117,0.45040347523076774,default,80-90%,2412,59
43.0,391.0,3.0,3.0,6.0,16.0,0.0076726342710997444,0.40332302997018565,0.3988949051983117,0.4546203283619895,default,80-90%,2412,59
44.0,369.0,4.0,2.0,6.0,16.0,0.01084010840108401,0.39676493192188994,0.4032669705638422,0.4605323031222931,default,80-90%,2412,59
45.0,347.0,5.0,0.0,5.0,13.0,0.01440922190201729,0.3910478579748886,0.40898404451084347,0.46830561287557415,default,80-90%,2412,59
46.0,329.0,2.0,1.0,3.0,24.0,0.0060790273556231,0.38748207203590784,0.41136123513683065,0.4715377975997348,default,80-90%,2412,59
47.0,302.0,3.0,3.0,6.0,13.0,0.009933774834437087,0.37978375272393616,0.4152103947928165,0.47678742212688974,default,80-90%,2412,59
48.0,283.0,3.0,5.0,8.0,9.0,0.01060070671378092,0.3690478162511747,0.4192363709701021,0.4823338452138838,default,80-90%,2412,59
49.0,266.0,7.0,4.0,11.0,16.0,0.02631578947368421,0.35378644039116375,0.4289481556082909,0.4959566387608868,default,80-90%,2412,59
50.0,239.0,5.0,3.0,8.0,10.0,0.02092050209205021,0.341944216445016,0.43634954557463324,0.5065014789541737,default,80-90%,2412,59
51.0,221.0,2.0,3.0,5.0,10.0,0.00904977375565611,0.33420792195530974,0.4394440633705157,0.5109675289183893,default,80-90%,2412,59
52.0,206.0,4.0,0.0,4.0,8.0,0.019417475728155338,0.3277184477425853,0.44593353758324017,0.5204633050558963,default,80-90%,2412,59
53.0,194.0,3.0,2.0,5.0,12.0,0.015463917525773196,0.31927209599664236,0.45100134863080593,0.5278788209570937,default,80-90%,2412,59
54.0,177.0,4.0,0.0,4.0,11.0,0.022598870056497175,0.31205690738654873,0.45821653724089956,0.5385482261332046,default,80-90%,2412,59
55.0,162.0,2.0,1.0,3.0,8.0,0.012345679012345678,0.3062780757682793,0.4620690916530792,0.5442451616130417,default,80-90%,2412,59
56.0,151.0,1.0,0.0,1.0,7.0,0.006622516556291391,0.3042497441406748,0.4640974232806837,0.5472634055758692,default,80-90%,2412,59
57.0,143.0,1.0,2.0,3.0,7.0,0.006993006993006993,0.2978668823754858,0.46622504386908004,0.5504293957466673,default,80-90%,2412,59
58.0,133.0,2.0,0.0,2.0,9.0,0.015037593984962405,0.2933876811367567,0.47070424510780917,0.5571898559610031,default,80-90%,2412,59
59.0,122.0,1.0,1.0,2.0,120.0,0.00819672131147541,0.28857804701976064,0.47310906216630716,0.5608194473055852,default,80-90%,2412,59
1.0,608.0,0.0,6.0,6.0,12.0,0.0,0.9901315789473685,0.0,0.0,default,90-97%,608,48
2.0,590.0,0.0,2.0,2.0,6.0,0.0,0.9867752007136487,0.0,0.0,default,90-97%,608,48
3.0,582.0,0.0,7.0,7.0,7.0,0.0,0.9749067704645155,0.0,0.0,default,90-97%,608,48
4.0,568.0,11.0,0.0,11.0,9.0,0.01936619718309859,0.9560265337125617,0.018880236751953643,0.01936619718309862,default,90-97%,608,48
5.0,548.0,19.0,4.0,23.0,7.0,0.03467153284671533,0.9159013324801002,0.05202714211790013,0.053366274288064175,default,90-97%,608,48
6.0,518.0,13.0,1.0,14.0,9.0,0.025096525096525095,0.8911472424130705,0.07501308289442774,0.07712349134261076,default,90-97%,608,48
7.0,495.0,16.0,2.0,18.0,7.0,0.03232323232323232,0.8587418881435043,0.10381784224515325,0.10695384313759704,default,90-97%,608,48
8.0,470.0,19.0,2.0,21.0,5.0,0.04042553191489362,0.8203725697370924,0.1385329398509545,0.14305570905331122,default,90-97%,608,48
9.0,444.0,12.0,1.0,13.0,7.0,0.02702702702702703,0.7963526521547,0.1607051714654705,0.16621636556538388,default,90-97%,608,48
10.0,424.0,10.0,6.0,16.0,3.0,0.02358490566037736,0.7663016086771641,0.1794870736389304,0.1858810739246909,default,90-97%,608,48
11.0,405.0,11.0,1.0,12.0,11.0,0.027160493827160494,0.7435963758274703,0.20030020375114968,0.20799294599093388,default,90-97%,608,48
12.0,382.0,6.0,1.0,7.0,5.0,0.015706806282722512,0.7299702642285375,0.2119797279788063,0.220432847362804,default,90-97%,608,48
13.0,370.0,5.0,1.0,6.0,7.0,0.013513513513513514,0.718132908592399,0.22184419100892167,0.23096753861465802,default,90-97%,608,48
14.0,357.0,6.0,1.0,7.0,5.0,0.01680672268907563,0.7040518711690186,0.23391365165753342,0.24389245393205872,default,90-97%,608,48
15.0,345.0,9.0,3.0,12.0,5.0,0.02608695652173913,0.6795631104327049,0.2522802222097687,0.263616998612092,default,90-97%,608,48
16.0,328.0,4.0,1.0,5.0,4.0,0.012195121951219513,0.6692039166761088,0.2605675772150456,0.2725972791168225,default,90-97%,608,48
17.0,319.0,12.0,3.0,15.0,7.0,0.03761755485893417,0.6377366478668873,0.28574139226242273,0.29996039087418336,default,90-97%,608,48
