loan_id,reporting_month,conflict__current_balance,conflict__current_status,conflict__days_past_due,conflict__servicer_name,current_balance,current_balance__servicer,current_status,current_status__servicer,days_past_due,days_past_due__servicer,servicer_name,servicer_name__servicer
02TGRY9XTVPI,2021-08-01,True,False,False,False,326077.91,374935.62,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
02TGRY9XTVPI,2023-03-01,True,False,False,False,315403.19,371628.66,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
02X1PB3YKT0E,2020-09-01,True,True,False,False,300523.55,339283.86,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
02X1PB3YKT0E,2021-12-01,True,False,False,False,293209.42,328161.69,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
02X1PB3YKT0E,2022-06-01,True,False,False,False,290193.98,312391.48,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
030QDMDZIE2J,2020-03-01,True,False,False,False,257644.17,285591.69,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
030QDMDZIE2J,2020-04-01,False,True,False,False,256524.68,256524.68,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
030QDMDZIE2J,2020-05-01,True,False,False,False,255400.67,276013.14,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
032HB1S5JVCJ,2023-09-01,False,True,False,False,303259.38,303259.38,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
035GJOIU6P7S,2021-12-01,True,False,False,False,117946.6,130193.91,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
035GJOIU6P7S,2023-06-01,True,False,False,False,114624.65,125864.54,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
037IIXMW1VR2,2022-10-01,True,False,False,False,159334.18,180209.55,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
037IIXMW1VR2,2023-03-01,True,True,False,False,158483.62,173082.36,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
037IIXMW1VR2,2023-08-01,True,False,False,False,157612.28,172835.76,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
03IF0RQMMDKQ,2021-11-01,True,False,False,False,171679.53,187170.76,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
03OI4IX51KOG,2019-07-01,True,False,False,False,365949.94,413636.07,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
03OI4IX51KOG,2020-01-01,False,True,False,False,363164.02,363164.02,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
03OI4IX51KOG,2022-06-01,True,False,False,False,348668.7,394991.53,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
03TFFXVKH5LQ,2021-11-01,False,True,False,False,547189.67,547189.67,Current,30-DPD,0,0,Atlas Mortgage Services,Atlas Mortgage Services
03WC6A2J600R,2019-08-01,True,False,False,False,491214.14,547639.96,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
048TIZLW5Z5H,2022-08-01,False,True,False,False,247412.31,247412.31,Current,30-DPD,0,0,Atlas Mortgage Services,Atlas Mortgage Services
049S17IMOURJ,2018-12-01,True,False,False,False,366464.56,414835.05,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
049S17IMOURJ,2021-06-01,True,False,False,False,352727.42,405056.74,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
04AL7UTYTYK8,2023-05-01,False,True,False,False,178724.69,178724.69,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
04BHE44YF56S,2020-11-01,True,False,False,False,538875.58,616127.41,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04BHE44YF56S,2021-11-01,False,True,False,False,529507.76,529507.76,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04BHE44YF56S,2022-09-01,False,True,False,False,522179.53,522179.53,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04BHE44YF56S,2022-12-01,True,False,False,False,519677.32,593511.42,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04BINLNBCBQ9,2022-04-01,True,False,False,False,439163.65,504629.27,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04BINLNBCBQ9,2021-04-01,True,False,False,False,427461.41,491275.09,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04H9D4SK4EO1,2021-09-01,True,False,False,False,318119.85,341316.22,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
04OMTF27324N,2020-05-01,True,False,False,False,435980.31,503897.0,30-DPD,30-DPD,31,31,Northgate Financial Servicing,Northgate Financial Servicing
04OMTF27324N,2022-09-01,True,False,False,False,419142.47,471916.93,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
04RRF39WEJ87,2019-06-01,True,False,False,False,296308.9,316764.92,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04RRF39WEJ87,2019-08-01,True,True,False,False,295078.2,319657.1,60-DPD,Current,86,86,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04RRF39WEJ87,2019-09-01,False,True,False,False,295078.2,295078.2,60-DPD,30-DPD,87,87,Cornerstone Loan Servicing,Cornerstone Loan Servicing
04ZXG61GDTS5,2022-03-01,True,False,False,False,406000.0,424028.48,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
055KNQ98B9WW,2019-04-01,False,True,False,False,341923.38,341923.38,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2019-05-01,False,True,False,False,340544.99,340544.99,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2020-06-01,True,False,False,False,322063.36,373719.22,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2020-08-01,True,False,False,False,319125.11,339604.56,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2021-06-01,False,True,False,False,304040.05,304040.05,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2022-10-01,True,False,False,False,278481.17,288605.13,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
055KNQ98B9WW,2023-01-01,True,False,False,False,273485.5,301280.79,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
05D0KYD1Y7XO,2023-07-01,True,False,False,False,153395.85,160571.0,30-DPD,30-DPD,42,42,Atlas Mortgage Services,Atlas Mortgage Services
05D0KYD1Y7XO,2023-11-01,True,False,False,False,153272.81,163720.95,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
05GT1ET2BEOH,2019-09-01,True,False,False,False,225285.94,252190.09,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
05GT1ET2BEOH,2020-09-01,False,True,False,False,218824.76,218824.76,Current,60-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
05GT1ET2BEOH,2021-02-01,False,True,False,False,215793.98,215793.98,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
05GT1ET2BEOH,2021-04-01,True,False,False,False,214564.84,232439.47,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
05GT1ET2BEOH,2021-06-01,True,False,False,False,213325.97,249533.11,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
05T0Q4Q2TOSM,2021-04-01,False,True,False,False,341454.01,341454.01,30-DPD,60-DPD,46,46,Meridian Residential Capital,Meridian Residential Capital
05T0Q4Q2TOSM,2022-05-01,False,True,False,False,336469.57,336469.57,Current,60-DPD,0,0,Meridian Residential Capital,Meridian Residential Capital
0604IXDATAXE,2021-08-01,True,True,False,False,169743.68,178124.84,30-DPD,60-DPD,31,31,Northgate Financial Servicing,Northgate Financial Servicing
0604IXDATAXE,2022-04-01,True,False,False,False,167926.93,175140.06,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0604IXDATAXE,2023-02-01,False,True,False,False,165801.54,165801.54,Current,60-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
06HAZV5VGQ45,2019-06-01,False,True,False,False,270209.93,270209.93,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
06HAZV5VGQ45,2020-06-01,False,True,False,False,262312.18,262312.18,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
06HAZV5VGQ45,2021-04-01,True,False,False,False,254836.64,268024.66,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
06HAZV5VGQ45,2022-11-01,True,False,False,False,239816.12,266602.48,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
06RTWDACNHHC,2019-07-01,True,False,False,False,271570.35,318531.33,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
06RTWDACNHHC,2021-05-01,False,True,False,False,263897.56,263897.56,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
06RTWDACNHHC,2022-05-01,True,False,False,False,260150.59,285752.83,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
06ZPJ535QAVR,2023-11-01,True,False,False,False,238917.4,267228.97,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
06ZPJ535QAVR,2020-02-01,False,True,False,False,235936.52,235936.52,Current,30-DPD,0,0,Meridian Residential Capital,Meridian Residential Capital
07087KDYRC76,2021-07-01,True,False,False,False,324938.65,344319.38,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
07087KDYRC76,2022-03-01,False,True,False,False,320634.2,320634.2,30-DPD,60-DPD,48,48,Northgate Financial Servicing,Northgate Financial Servicing
07087KDYRC76,2022-05-01,True,False,False,False,320634.2,332382.99,60-DPD,60-DPD,61,61,Northgate Financial Servicing,Northgate Financial Servicing
07087KDYRC76,2022-07-01,False,True,False,False,320634.2,320634.2,90-DPD,Current,97,97,Northgate Financial Servicing,Northgate Financial Servicing
076JG6KCA5U4,2019-02-01,True,False,False,False,276720.81,300643.7,30-DPD,30-DPD,40,40,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0787XV9MADZM,2021-05-01,True,False,False,False,410693.04,446214.22,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
079Q2QN9PACR,2022-01-01,True,False,False,False,480000.0,470559.74,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
079Q2QN9PACR,2022-10-01,True,False,False,False,478190.52,495884.37,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
079Q2QN9PACR,2023-10-01,True,False,False,False,473496.76,492946.31,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
07U5JAOPN6EN,2021-01-01,False,True,False,False,324486.73,324486.73,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
07UJ5FMCYAWO,2022-04-01,False,True,False,False,282873.29,282873.29,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
07UJ5FMCYAWO,2023-05-01,True,True,False,False,276889.96,322955.45,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
08B77I816HSD,2022-09-01,True,False,False,False,252905.39,274243.91,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
08B77I816HSD,2023-11-01,True,False,False,False,247831.58,273968.06,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
08GR84ZH6N9P,2020-08-01,True,False,False,False,332531.29,356351.87,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
08IHS2YKKD37,2023-10-01,True,False,False,False,358859.1,422796.92,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
08PKJE5XPMOR,2019-10-01,True,False,False,False,425149.14,447119.63,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
08PKJE5XPMOR,2019-11-01,True,False,False,False,424528.06,498284.41,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
08PKJE5XPMOR,2020-10-01,True,True,False,False,417557.96,431170.9,Current,60-DPD,0,0,Beacon Home Loans,Beacon Home Loans
08PKJE5XPMOR,2021-04-01,True,False,False,False,413647.09,432692.14,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
08PKJE5XPMOR,2021-06-01,True,False,False,False,412326.0,453338.51,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
08PKJE5XPMOR,2023-05-01,True,False,False,False,397198.17,420114.06,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
094F63AOKO3I,2019-08-01,True,False,False,False,303659.41,353733.64,30-DPD,30-DPD,38,38,Meridian Residential Capital,Meridian Residential Capital
09JJAD0FJAHN,2019-03-01,True,False,False,False,384474.88,409597.87,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
09JJAD0FJAHN,2019-06-01,True,False,False,False,383962.68,450134.17,60-DPD,60-DPD,72,72,Beacon Home Loans,Beacon Home Loans
09JJAD0FJAHN,2019-08-01,False,True,False,False,0.0,0.0,Default,30-DPD,191,191,Beacon Home Loans,Beacon Home Loans
09YEB0W7U90X,2020-03-01,True,False,False,False,471736.13,523315.93,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
09YEB0W7U90X,2020-04-01,True,False,False,False,471135.72,493376.7,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0A4DJQSOLPLS,2022-11-01,True,False,False,False,183569.07,192907.27,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0A4DJQSOLPLS,2022-12-01,True,False,False,False,183320.85,192198.53,30-DPD,30-DPD,42,42,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0AFMXLOTFOB1,2023-10-01,True,False,False,False,388000.0,413785.14,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0AP2JDSLGMCB,2019-07-01,True,False,False,False,480183.98,534707.04,90-DPD,90-DPD,105,105,Northgate Financial Servicing,Northgate Financial Servicing
0AP2JDSLGMCB,2020-02-01,True,False,False,False,466074.8,486531.79,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0AP2JDSLGMCB,2020-06-01,False,True,False,False,457852.64,457852.64,Current,30-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0B19Q390O9UP,2022-02-01,False,True,False,False,577912.0,577912.0,Current,60-DPD,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0B19Q390O9UP,2022-09-01,False,True,False,False,570698.84,570698.84,Current,30-DPD,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0B1NTJYOZE15,2020-09-01,True,False,False,False,203128.92,238966.02,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0B1NTJYOZE15,2021-05-01,True,False,False,False,198144.58,233243.22,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0B1NTJYOZE15,2022-08-01,True,False,False,False,190449.91,217548.77,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0B1NTJYOZE15,2022-12-01,False,True,False,False,187825.49,187825.49,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0B4X4G9GA7WM,2020-06-01,True,False,False,False,348347.31,386744.25,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0BQDRPLN5PLP,2019-05-01,True,False,False,False,388000.0,430605.48,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0BRW9Z7KO6JP,2021-11-01,True,False,False,False,463907.71,523737.81,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0BRW9Z7KO6JP,2022-01-01,True,False,False,False,462347.31,480868.88,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0BRW9Z7KO6JP,2023-09-01,True,True,False,False,447039.68,509128.91,Current,30-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0C3XH80ZV0JA,2018-12-01,True,False,False,False,273289.3,299199.54,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0C3XH80ZV0JA,2019-04-01,True,False,False,False,271900.02,314089.46,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0C3XH80ZV0JA,2021-12-01,True,False,False,False,260716.22,307383.58,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0C3XH80ZV0JA,2022-04-01,False,True,False,False,259117.69,259117.69,Current,60-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0C3XH80ZV0JA,2022-09-01,True,False,False,False,257082.06,266255.55,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0C79538OGM4Y,2019-06-01,True,False,False,False,272651.08,318245.09,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0C79538OGM4Y,2019-11-01,False,True,False,False,270886.03,270886.03,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0C79538OGM4Y,2020-08-01,True,False,False,False,267989.77,277013.86,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0C79538OGM4Y,2021-12-01,True,False,False,False,262699.92,290600.34,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0C79538OGM4Y,2022-09-01,True,False,False,False,259144.43,280532.01,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0CGMVPQOK4SB,2019-12-01,False,True,False,False,168449.84,168449.84,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0CKROA9PZA59,2023-11-01,True,False,False,False,218664.09,240708.78,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0CNKWEU1CWE3,2022-03-01,True,False,False,False,203910.24,214053.87,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0CNKWEU1CWE3,2022-09-01,True,False,False,False,201942.33,233627.43,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0CNPBU7QA6HA,2023-04-01,True,False,False,False,327738.33,365271.66,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0CNPBU7QA6HA,2023-11-01,True,False,False,False,326406.43,344763.8,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0CNZ7QPKPR43,2021-03-01,True,False,False,False,256558.07,278237.23,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0CNZ7QPKPR43,2023-06-01,True,False,False,False,245017.47,273714.63,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0CUFPETGTRK4,2019-09-01,True,False,False,False,389020.18,445746.67,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0CUFPETGTRK4,2020-03-01,True,False,False,False,385950.91,420857.64,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0DD8COTJO7ZA,2019-12-01,True,False,False,False,264566.08,280627.81,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0DD8COTJO7ZA,2021-04-01,True,False,False,False,258780.62,277032.81,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0DEZF5QCPH4V,2022-04-01,True,False,False,False,407905.35,445689.81,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0DFWAEZYE9IP,2022-01-01,True,False,False,False,467050.03,511425.11,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DFWAEZYE9IP,2022-09-01,True,False,False,False,450803.3,467310.08,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DFWAEZYE9IP,2022-10-01,False,True,False,False,448743.76,448743.76,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DFWAEZYE9IP,2023-03-01,False,True,False,False,438349.04,438349.04,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DFWAEZYE9IP,2023-05-01,True,False,False,False,434145.48,479134.25,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DFWAEZYE9IP,2023-10-01,True,False,False,False,423520.99,437085.95,30-DPD,30-DPD,50,50,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DLXH4IDUSIJ,2021-11-01,True,False,False,False,184835.18,199292.27,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0DLXH4IDUSIJ,2022-02-01,True,False,False,False,183105.21,209791.83,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0DLXH4IDUSIJ,2023-11-01,True,False,False,False,174187.54,199526.72,60-DPD,60-DPD,77,77,Northgate Financial Servicing,Northgate Financial Servicing
0DMJXREUK94W,2019-03-01,True,False,False,False,581203.2,635398.49,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0DMJXREUK94W,2020-09-01,True,False,False,False,566364.22,593616.04,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0DMJXREUK94W,2021-03-01,True,False,False,False,561202.52,655854.08,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0DMJXREUK94W,2022-04-01,True,False,False,False,549632.82,636560.56,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0DMJXREUK94W,2022-12-01,True,False,False,False,542241.9,564258.93,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0DMJXREUK94W,2023-01-01,False,True,False,False,541303.13,541303.13,Current,30-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0DUI42117AYC,2019-01-01,False,True,False,False,326167.37,326167.37,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DUI42117AYC,2021-10-01,True,False,False,False,312394.23,340697.82,Current,Current,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0DUI42117AYC,2022-12-01,False,True,False,False,305606.06,305606.06,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0EBHMIWON5FP,2022-06-01,True,False,False,False,204798.17,213817.49,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0EEFDPUFZ7Q6,2022-07-01,True,False,False,False,437169.4,470508.61,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0EEFDPUFZ7Q6,2023-05-01,False,True,False,False,429583.88,429583.88,Current,60-DPD,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0ERP0N0D9OOS,2019-12-01,True,False,False,False,276955.44,307036.97,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0ERP0N0D9OOS,2020-03-01,True,False,False,False,273201.76,285396.3,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0ERP0N0D9OOS,2020-07-01,False,True,False,False,268125.84,268125.84,Current,60-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0ERP0N0D9OOS,2021-05-01,False,True,False,False,255072.83,255072.83,Current,30-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0ERP0N0D9OOS,2021-07-01,True,True,False,False,252398.61,264909.57,Current,30-DPD,0,0,Beacon Home Loans,Beacon Home Loans
0ERP0N0D9OOS,2022-09-01,True,False,False,False,233064.2,266363.2,Current,Current,0,0,Beacon Home Loans,Beacon Home Loans
0EWN1GM5K7J7,2022-06-01,True,True,False,False,464349.57,528441.69,Current,30-DPD,0,0,Meridian Residential Capital,Meridian Residential Capital
0EZTYEY33JHK,2020-05-01,True,False,False,False,321000.0,334888.41,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0EZTYEY33JHK,2023-03-01,False,True,False,False,303682.45,303682.45,Current,30-DPD,0,0,Meridian Residential Capital,Meridian Residential Capital
0EZTYEY33JHK,2023-06-01,True,False,False,False,302064.42,325056.23,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
0FAP644GYXYR,2019-04-01,True,False,False,False,334816.99,355355.31,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0FAP644GYXYR,2020-08-01,True,False,False,False,328668.51,380826.27,Current,Current,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0FAP644GYXYR,2022-01-01,False,True,False,False,321205.67,321205.67,Current,60-DPD,0,0,Northgate Financial Servicing,Northgate Financial Servicing
0FAP644GYXYR,2023-03-01,True,False,False,False,316079.06,352979.79,90-DPD,90-DPD,116,116,Northgate Financial Servicing,Northgate Financial Servicing
0FGD3R8I4964,2020-04-01,False,True,False,False,255292.41,255292.41,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0FGD3R8I4964,2021-12-01,False,True,False,False,248131.6,248131.6,Current,60-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0FGD3R8I4964,2023-07-01,False,True,False,False,240793.51,240793.51,Current,30-DPD,0,0,Cornerstone Loan Servicing,Cornerstone Loan Servicing
0FNWML0W43BI,2023-02-01,True,False,False,False,265542.82,288818.82,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0G4ZCG69TFSE,2021-05-01,True,False,False,False,266638.79,286792.01,Current,Current,0,0,Atlas Mortgage Services,Atlas Mortgage Services
0GAVSZ9964K6,2022-06-01,False,True,False,False,407630.47,407630.47,Current,60-DPD,0,0,Meridian Residential Capital,Meridian Residential Capital
0GAVSZ9964K6,2023-05-01,True,False,False,False,402447.45,432668.75,Current,Current,0,0,Meridian Residential Capital,Meridian Residential Capital
