loan_id,reporting_month,current_balance,current_status,days_past_due,servicer_name,last_updated_at,source_system
04OMTF27324N,2022-09-01,471916.93,Current,0,Northgate Financial Servicing,2023-09-09,SubServicerRemittance
6KDZXNHL7COW,2024-09-01,372146.35,Current,0,Beacon Home Loans,2024-09-04,SubServicerRemittance
W9165OT7FN57,2024-02-01,388534.08,Current,0,Northgate Financial Servicing,2024-02-14,SubServicerRemittance
11WS48FK9J44,2020-05-01,402827.17,90-DPD,113,Beacon Home Loans,2020-05-03,SubServicerRemittance
M6E846CJVSI5,2021-05-01,280864.93,Current,0,Atlas Mortgage Services,2021-05-12,SubServicerRemittance
S77WOSDUP9XJ,2020-11-01,618015.09,Current,0,Atlas Mortgage Services,2020-11-13,SubServicerRemittance
5AYP4D24L5KQ,2021-11-01,284297.88,Current,0,Meridian Residential Capital,2021-11-15,SubServicerRemittance
42CI9FO29W4L,2018-08-01,268833.1,Current,0,Atlas Mortgage Services,2019-05-30,SubServicerRemittance
QN9C3TH2PA4W,2022-04-01,225000.0,Current,0,Northgate Financial Servicing,2022-12-12,SubServicerRemittance
O80RU4KTKAMM,2022-03-01,406903.47,Current,0,Cornerstone Loan Servicing,2022-03-08,SubServicerRemittance
WLNJ44RE8235,2023-10-01,383493.68,Current,0,Meridian Residential Capital,2023-10-12,SubServicerRemittance
PSAY7M9G0ZPW,2024-09-01,258777.42,Current,0,Northgate Financial Servicing,2025-03-05,SubServicerRemittance
7T3NKG1ZPOCV,2022-09-01,421502.72,Current,0,Meridian Residential Capital,2023-09-13,SubServicerRemittance
1XPN1Z4MEA7W,2021-11-01,205596.0,Current,0,Cornerstone Loan Servicing,2021-11-05,SubServicerRemittance
6BM8ABDRMV94,2024-09-01,533496.59,Current,0,Cornerstone Loan Servicing,2025-02-13,SubServicerRemittance
ME4O5DLLVJJZ,2021-09-01,238055.96,Current,0,Atlas Mortgage Services,2022-03-30,SubServicerRemittance
YVNK07062IX3,2024-12-01,332199.23,Current,0,Atlas Mortgage Services,2024-12-22,SubServicerRemittance
AZRCPCQOMPRD,2021-07-01,381163.69,30-DPD,0,Meridian Residential Capital,2022-05-18,SubServicerRemittance
Y22CJHW6ZE0I,2023-12-01,360468.58,Current,0,Meridian Residential Capital,2023-12-19,SubServicerRemittance
D7TJ98K0OQCR,2024-10-01,421486.0,Current,0,Atlas Mortgage Services,2024-10-19,SubServicerRemittance
OLGJ07IYG8QK,2019-04-01,362165.23,Current,0,Meridian Residential Capital,2020-01-06,SubServicerRemittance
1SNVOFWPT8NK,2019-07-01,481818.08,Current,0,Meridian Residential Capital,2019-07-16,SubServicerRemittance
G6FY1BE65987,2023-03-01,386000.0,Current,0,Cornerstone Loan Servicing,2023-03-03,SubServicerRemittance
DA2CY1RTY8LK,2025-06-01,276979.73,Current,0,Atlas Mortgage Services,2025-06-03,SubServicerRemittance
D94F1KMKC2KV,2023-11-01,424713.55,Current,0,Cornerstone Loan Servicing,2023-11-23,SubServicerRemittance
V1BYRT0D21P4,2023-10-01,325747.19,Current,0,Cornerstone Loan Servicing,2023-10-20,SubServicerRemittance
ENW46FN3URTV,2024-06-01,200989.98,30-DPD,43,Meridian Residential Capital,2024-06-20,SubServicerRemittance
Q5OYPX1YXKX4,2024-03-01,322842.28,Current,0,Beacon Home Loans,2024-03-10,SubServicerRemittance
XGTAZMYMGCP0,2020-11-01,405434.84,Current,0,Cornerstone Loan Servicing,2021-05-20,SubServicerRemittance
TYP4HXP27IDO,2021-11-01,318805.31,Current,0,Meridian Residential Capital,2021-11-12,SubServicerRemittance
3SAVZF6CN18T,2025-06-01,596172.6,Current,0,Meridian Residential Capital,2025-06-18,SubServicerRemittance
QJOBDH3MDN2D,2020-07-01,317750.04,Current,0,Beacon Home Loans,2021-03-03,SubServicerRemittance
FRQXLMFZXUGU,2023-11-01,307262.94,Current,0,Atlas Mortgage Services,2023-11-04,SubServicerRemittance
64IPJXWO1AFO,2020-10-01,316848.63,Current,0,Cornerstone Loan Servicing,2020-10-13,SubServicerRemittance
BS0E8Q8FPP95,2019-02-01,217000.0,Current,0,Meridian Residential Capital,2019-02-19,SubServicerRemittance
LWJRXWKVATF4,2023-01-01,378217.38,Current,0,Northgate Financial Servicing,2023-01-08,SubServicerRemittance
4RCPL7DSNAD9,2023-09-01,228437.17,Current,0,Northgate Financial Servicing,2024-03-24,SubServicerRemittance
8XAXT59ZBOJL,2021-08-01,205000.0,Current,0,Beacon Home Loans,2021-08-24,SubServicerRemittance
DGVNDH59BD9X,2023-10-01,324241.44,Current,0,Meridian Residential Capital,2024-11-03,SubServicerRemittance
QOF0T9MKQNDZ,2023-08-01,423956.02,Current,0,Northgate Financial Servicing,2023-08-02,SubServicerRemittance
OUFSBN5K9UQ8,2021-04-01,427623.39,60-DPD,82,Beacon Home Loans,2021-04-11,SubServicerRemittance
PEFYL7KT7GV5,2023-10-01,988463.51,30-DPD,55,Beacon Home Loans,2023-10-12,SubServicerRemittance
HIDAABVZOUZ3,2022-02-01,400952.53,Current,0,Northgate Financial Servicing,2022-02-22,SubServicerRemittance
R2PZTWBDQWOA,2022-06-01,297316.65,Current,0,Meridian Residential Capital,2022-06-22,SubServicerRemittance
V4B6C80CE75F,2023-11-01,415364.29,Current,0,Cornerstone Loan Servicing,2024-03-12,SubServicerRemittance
IN0SGWAUDXL4,2022-10-01,254098.47,Current,0,Atlas Mortgage Services,2022-10-07,SubServicerRemittance
DX60V8SD9ZQA,2020-10-01,311055.71,30-DPD,0,Beacon Home Loans,2020-10-02,SubServicerRemittance
GT8W4GP9XBKQ,2020-12-01,320043.02,Current,0,Atlas Mortgage Services,2021-04-09,SubServicerRemittance
VW1R55W9RDAM,2020-02-01,397962.61,30-DPD,0,Northgate Financial Servicing,2020-02-17,SubServicerRemittance
1J8PDFHK19HH,2021-04-01,180532.08,Current,0,Meridian Residential Capital,2021-04-18,SubServicerRemittance
6RC6FSONKTLF,2023-06-01,333806.17,60-DPD,0,Northgate Financial Servicing,2023-06-07,SubServicerRemittance
U8LTHXYW5WX6,2023-05-01,298292.5,Current,0,Cornerstone Loan Servicing,2023-05-21,SubServicerRemittance
RCAR97BDGW1G,2021-12-01,139395.7,Current,0,Cornerstone Loan Servicing,2022-05-12,SubServicerRemittance
MFE9V107TFP6,2022-01-01,405545.76,Current,0,Atlas Mortgage Services,2022-01-04,SubServicerRemittance
WKWDANRRJI84,2021-11-01,329633.38,Current,0,Northgate Financial Servicing,2021-11-14,SubServicerRemittance
E5HFRZMW27VE,2019-09-01,386105.89,Current,0,Beacon Home Loans,2019-09-04,SubServicerRemittance
86B2190LNXLQ,2023-06-01,313498.07,Current,0,Cornerstone Loan Servicing,2023-06-13,SubServicerRemittance
ZJFYMJYFTNES,2019-09-01,382477.63,Current,0,Meridian Residential Capital,2019-09-25,SubServicerRemittance
1XNW3WSTCEGO,2022-05-01,216153.96,Current,0,Cornerstone Loan Servicing,2022-05-16,SubServicerRemittance
7P0KAFHKTBEX,2019-07-01,362456.25,Current,0,Atlas Mortgage Services,2019-07-21,SubServicerRemittance
TNTBM95QQ9EA,2021-12-01,208417.72,Current,0,Atlas Mortgage Services,2021-12-08,SubServicerRemittance
BDUH6PNL687T,2021-04-01,150632.83,Current,0,Atlas Mortgage Services,2021-04-12,SubServicerRemittance
VHQZIUZETWLQ,2025-02-01,372235.61,Current,0,Northgate Financial Servicing,2025-02-21,SubServicerRemittance
W8UEP7L8ZR3Z,2024-04-01,242596.62,Current,0,Cornerstone Loan Servicing,2024-04-07,SubServicerRemittance
QKRUBDVNUTUL,2022-03-01,457574.34,Current,0,Atlas Mortgage Services,2022-03-05,SubServicerRemittance
9LLTKD6KG6T5,2021-11-01,409751.09,Current,0,Northgate Financial Servicing,2021-11-17,SubServicerRemittance
S3TCIB6J77UL,2023-05-01,520561.98,Current,0,Beacon Home Loans,2023-05-05,SubServicerRemittance
TYJ6250Z6PPG,2025-01-01,417231.16,Current,0,Cornerstone Loan Servicing,2025-01-02,SubServicerRemittance
PSIIOKE1RANJ,2023-01-01,381575.23,Current,0,Cornerstone Loan Servicing,2023-01-24,SubServicerRemittance
F1V8SJMY5HLX,2024-01-01,342559.96,90-DPD,95,Atlas Mortgage Services,2024-01-11,SubServicerRemittance
NRYL02KY1XGW,2023-04-01,444998.57,Current,0,Cornerstone Loan Servicing,2023-04-22,SubServicerRemittance
XSA5ZDUDJR22,2022-03-01,349660.39,Current,0,Northgate Financial Servicing,2023-02-12,SubServicerRemittance
E6B3LL8YVXHR,2019-02-01,341511.35,Current,0,Beacon Home Loans,2019-02-10,SubServicerRemittance
HOKHYU6JTLL5,2024-11-01,276172.71,Current,0,Northgate Financial Servicing,2024-11-12,SubServicerRemittance
UCOQY2L0DDAF,2023-11-01,180127.83,Current,0,Atlas Mortgage Services,2023-11-03,SubServicerRemittance
6J8AI0ZRQGKA,2023-07-01,420297.88,Current,0,Cornerstone Loan Servicing,2023-07-11,SubServicerRemittance
2G88SC4DKX7P,2024-01-01,204303.74,Current,0,Cornerstone Loan Servicing,2024-01-06,SubServicerRemittance
FBJMIM22UULM,2022-10-01,317727.95,Current,0,Meridian Residential Capital,2022-10-14,SubServicerRemittance
9QRGCEEHSQ0E,2018-09-01,525192.75,Current,0,Northgate Financial Servicing,2018-09-24,SubServicerRemittance
81OR6CJCB8H3,2018-06-01,309000.0,Current,0,Meridian Residential Capital,2019-05-03,SubServicerRemittance
F7X0WDVG0529,2021-08-01,326632.29,Current,0,Atlas Mortgage Services,2021-08-14,SubServicerRemittance
2AH2AK3RC7PY,2021-04-01,364275.49,Current,0,Meridian Residential Capital,2021-04-03,SubServicerRemittance
7OPNRB8YZBUM,2024-07-01,523020.44,Current,0,Cornerstone Loan Servicing,2024-07-15,SubServicerRemittance
3Q3CJ4I6RZH8,2022-01-01,253772.85,Current,0,Northgate Financial Servicing,2022-10-25,SubServicerRemittance
KT7AGZL04US6,2025-03-01,240657.05,Current,0,Meridian Residential Capital,2025-03-13,SubServicerRemittance
UCOQY2L0DDAF,2025-01-01,178127.58,Current,0,Atlas Mortgage Services,2025-01-08,SubServicerRemittance
LMUG8G1EYO3U,2021-04-01,399438.23,30-DPD,0,Cornerstone Loan Servicing,2021-04-06,SubServicerRemittance
N0HSR1BXQIVI,2024-02-01,317720.73,Current,0,Cornerstone Loan Servicing,2024-02-17,SubServicerRemittance
2M9FARJQSUD8,2022-05-01,0.0,Prepaid,0,Meridian Residential Capital,2022-05-07,SubServicerRemittance
DG2HVS3QSXAY,2022-01-01,358930.81,Current,0,Northgate Financial Servicing,2022-01-15,SubServicerRemittance
92GJEJRJVHR1,2019-06-01,203866.69,30-DPD,55,Northgate Financial Servicing,2020-01-02,SubServicerRemittance
IKKWBNB0UIOL,2023-10-01,355796.77,Current,0,Meridian Residential Capital,2023-10-09,SubServicerRemittance
R12EPVXCE84B,2021-08-01,617414.27,30-DPD,0,Cornerstone Loan Servicing,2022-02-09,SubServicerRemittance
PA4MNORS9KW8,2021-07-01,218962.56,Current,0,Northgate Financial Servicing,2021-07-05,SubServicerRemittance
E13YFE28J1MS,2022-05-01,298582.67,Current,0,Atlas Mortgage Services,2022-10-18,SubServicerRemittance
73CFPDHXCD8S,2024-09-01,329187.52,Current,0,Atlas Mortgage Services,2025-10-01,SubServicerRemittance
2GDHP0LWEPKF,2023-03-01,262418.43,Current,0,Beacon Home Loans,2023-03-10,SubServicerRemittance
CCJVDJ3WH1P0,2023-05-01,429472.07,Current,0,Meridian Residential Capital,2023-05-17,SubServicerRemittance
91BZ5YVXNNWJ,2023-07-01,395838.14,Current,0,Meridian Residential Capital,2024-06-18,SubServicerRemittance
RKF0TXN0NB60,2023-06-01,302904.48,Current,0,Beacon Home Loans,2023-06-09,SubServicerRemittance
S6GSKYON7DK2,2019-07-01,254000.0,Current,0,Northgate Financial Servicing,2020-04-10,SubServicerRemittance
KKKGVW6RQIX9,2020-12-01,0.0,Default,154,Cornerstone Loan Servicing,2020-12-12,SubServicerRemittance
RAVO7UXF78B2,2023-05-01,360839.95,Current,0,Beacon Home Loans,2023-05-13,SubServicerRemittance
1GFPI7KYQ37J,2023-08-01,199445.71,Current,0,Meridian Residential Capital,2024-02-06,SubServicerRemittance
NS4PF5GSOSTN,2025-06-01,253206.99,Current,0,Atlas Mortgage Services,2025-06-07,SubServicerRemittance
FFQL9ITIYSBV,2024-04-01,840311.67,Current,0,Meridian Residential Capital,2024-04-02,SubServicerRemittance
NO2W5Z8P6Q0B,2023-12-01,274768.61,Current,0,Northgate Financial Servicing,2023-12-03,SubServicerRemittance
G6PR7HT456U6,2023-08-01,408797.03,Current,0,Northgate Financial Servicing,2023-08-20,SubServicerRemittance
TQPQR4WMZ87H,2022-01-01,404827.7,Current,0,Meridian Residential Capital,2022-01-11,SubServicerRemittance
C1KE3W3681L0,2020-04-01,284821.43,Current,0,Atlas Mortgage Services,2020-04-03,SubServicerRemittance
8IZ25NQMXDJL,2023-02-01,312945.03,Current,0,Meridian Residential Capital,2023-02-03,SubServicerRemittance
3EBI4UIEMKJD,2023-02-01,181322.11,Current,0,Northgate Financial Servicing,2023-02-10,SubServicerRemittance
URAGCLFDJ0Z9,2023-07-01,366794.93,Current,0,Cornerstone Loan Servicing,2023-07-20,SubServicerRemittance
0JEA53MINM6J,2021-01-01,322187.49,Current,0,Cornerstone Loan Servicing,2022-01-09,SubServicerRemittance
4M3AGIKOA0HW,2022-04-01,234840.63,Current,0,Atlas Mortgage Services,2022-04-21,SubServicerRemittance
4SVXEO39QQ4R,2021-06-01,264739.69,Current,0,Cornerstone Loan Servicing,2021-06-09,SubServicerRemittance
RSIREU25YNB5,2021-06-01,380045.68,Current,0,Meridian Residential Capital,2021-06-25,SubServicerRemittance
PTNFLKHZ1QMV,2022-02-01,470791.08,90-DPD,99,Cornerstone Loan Servicing,2022-02-22,SubServicerRemittance
RU7QV5M6AB48,2024-03-01,573169.39,Current,0,Northgate Financial Servicing,2024-03-09,SubServicerRemittance
K0H1GAABD5HK,2023-12-01,214614.49,Current,0,Cornerstone Loan Servicing,2023-12-24,SubServicerRemittance
GH6BUSGKLWE6,2019-08-01,364512.0,Current,0,Cornerstone Loan Servicing,2019-08-21,SubServicerRemittance
JVUI8KMU0N6B,2022-12-01,345913.98,Current,0,Meridian Residential Capital,2022-12-14,SubServicerRemittance
1IP8FKRVQRK1,2020-12-01,811579.66,Current,0,Atlas Mortgage Services,2020-12-21,SubServicerRemittance
WTAEPRDRF42D,2020-09-01,398996.68,60-DPD,0,Atlas Mortgage Services,2020-09-05,SubServicerRemittance
U91PO2KAH0X2,2018-11-01,281379.38,Current,0,Meridian Residential Capital,2018-11-20,SubServicerRemittance
QRYJ7RJF4OZ9,2020-07-01,310038.22,Current,0,Meridian Residential Capital,2020-07-17,SubServicerRemittance
Q6046RQ1RS18,2023-10-01,272540.34,Current,0,Northgate Financial Servicing,2023-10-04,SubServicerRemittance
PTKC6KHIV5L0,2021-02-01,501877.65,90-DPD,97,Northgate Financial Servicing,2021-02-15,SubServicerRemittance
KU06KHRPNR25,2023-04-01,327848.27,90-DPD,117,Cornerstone Loan Servicing,2023-04-14,SubServicerRemittance
SJFT40RDOERJ,2023-11-01,234211.5,Current,0,Meridian Residential Capital,2024-08-18,SubServicerRemittance
