scenario,horizon_month,state,delinquency_3m,default_12m,prepayment_12m,loans,delinquency_3m_vs_baseline_pp,default_12m_vs_baseline_pp,prepayment_12m_vs_baseline_pp
Adverse-Credit,1,SC,0.20633853449916567,0.15223778782130834,0.07572049976273902,147,0.0,0.0,0.0
Adverse-Credit,1,TN,0.18863255427912543,0.1428542357865808,0.07321613260576446,242,0.0,0.0,0.0
Adverse-Credit,1,TX,0.18779454068557427,0.14618338421423624,0.0789924918480877,1000,0.0,0.0,0.0
Adverse-Credit,1,UT,0.1946885851573693,0.15181766880601388,0.06902939777309998,100,0.0,0.0,0.0
Adverse-Credit,1,VA,0.15898444499281567,0.12065374782061351,0.07928744607247408,295,0.0,0.0,0.0
Adverse-Credit,1,WA,0.2003186787109868,0.159611839265769,0.06008310444509266,279,0.0,0.0,0.0
Adverse-Credit,1,WI,0.15351507353094027,0.1257272751008687,0.0716633766084297,182,0.0,0.0,0.0
Adverse-Credit,12,AL,0.252661939073965,0.29318108628640194,0.06191909042854019,143,5.256451506100087,15.259038497421825,-0.811664664315933
Adverse-Credit,12,AZ,0.2728423276621659,0.2588039318630633,0.0681377558222698,266,5.269439316064359,8.36167979073911,-0.9039364271643702
Adverse-Credit,12,CA,0.23691700402589175,0.2790910231269546,0.07083186277808115,1290,4.865787896229176,12.624100985175632,-0.4501530468622006
Adverse-Credit,12,CO,0.22630764560229144,0.2596615072873964,0.054847434972977165,176,3.3366803116268358,10.766327376884332,-2.3783171308544953
Adverse-Credit,12,CT,0.26115690812297154,0.2863801189938933,0.05846199635138028,109,5.564366730948864,13.369823434531433,-1.3049992646001172
Adverse-Credit,12,FL,0.22579547572904402,0.24118626171364901,0.07029809980990871,972,4.802275211656326,9.576191834224854,-0.29422117722762847
Adverse-Credit,12,GA,0.23900697273997087,0.2431878257540952,0.06565047784289697,383,4.7042857822433,10.40598568694139,-0.49659412795171193
Adverse-Credit,12,IL,0.2229130130905752,0.26811946257381264,0.06911258760606977,412,4.3847657202460315,13.469006825678328,-1.1818638019067838
Adverse-Credit,12,IN,0.1960912573155736,0.21743287943663261,0.03774866676669958,210,3.772082660184001,9.58697708668975,-3.837813920035919
Adverse-Credit,12,KY,0.26536144464641004,0.26604744934498115,0.06610854521930379,152,4.7326592900925775,10.122400178860106,-0.5649147021589696
Adverse-Credit,12,LA,0.25475367875263405,0.25009937238124347,0.06644198190593141,133,4.764189274154715,9.298217125756189,-0.24385624417226637
Adverse-Credit,12,MA,0.22028298083338488,0.28962494808886985,0.054545251492438836,236,4.6128538980212355,14.12056420027638,-1.3601135085759422
Adverse-Credit,12,MD,0.2257621741706429,0.21215218070281316,0.06375386055271115,199,4.5328249108489205,7.818882671733377,-1.5770022215353132
Adverse-Credit,12,MI,0.2514733817384848,0.2825112375685579,0.04080516723952196,313,4.847984777897815,12.070444114937454,-2.799902445131645
Adverse-Credit,12,MN,0.1959716646464662,0.21069469676744523,0.07151920955358136,179,3.7756935551020305,9.08746164279143,-1.052135756406536
Adverse-Credit,12,MO,0.22494439924374227,0.24916617661572749,0.036302779389629045,214,3.6490853986523604,9.652888317687028,-3.8216518158766353
Adverse-Credit,12,NC,0.23692987522784018,0.2561385503106562,0.06391577980980864,367,3.5668116887102226,10.874889509703447,-1.1384912818699577
Adverse-Credit,12,NJ,0.2058699488762695,0.19573554968586493,0.06893729410926157,288,3.806450957614285,7.996702752097723,-0.4376857864146988
Adverse-Credit,12,NY,0.24816589908384207,0.2540826379446215,0.06346513132916527,589,5.434292447890721,10.329953423837088,-1.024881154284496
Adverse-Credit,12,OH,0.23099525574375251,0.28714351813829114,0.07549261927770273,419,4.927661754669901,13.274361380546315,0.24050775641315386
Adverse-Credit,12,OK,0.17729308810558805,0.19775945424025904,0.06654912540146968,119,3.090484001064639,9.027962317581046,-0.23481348939403957
Adverse-Credit,12,OR,0.1869827223411695,0.23065303167161674,0.03786150580340343,167,3.440890343065356,11.06277972926871,-2.1530720499784035
Adverse-Credit,12,PA,0.23352754143427784,0.24777437905850905,0.06913082390633216,419,3.768506457766216,8.574143080547891,-0.3487456909546771
Adverse-Credit,12,SC,0.25813244137332964,0.2612019044811717,0.05991103757861228,147,5.2417381045130025,10.887855776225555,-1.56856952247863
Adverse-Credit,12,TN,0.24163348565556894,0.28817718331889075,0.0691448255271981,242,5.3722827219750995,14.622562736716382,-0.4024095433573835
Adverse-Credit,12,TX,0.2355623772811872,0.27185269227716585,0.07676134064184409,1000,4.900354931908183,12.706369219713082,-0.16095395769876175
Adverse-Credit,12,UT,0.24308936921376284,0.2523411436399817,0.03683180752815346,100,4.927155631507415,10.115134592848122,-3.1715800198746953
Adverse-Credit,12,VA,0.19228399041966343,0.22376123715322466,0.07193008705310983,295,3.407516222489157,10.49962227421946,-0.7542443494921919
Adverse-Credit,12,WA,0.2552990123488587,0.288530064309658,0.028610232387578812,279,5.640790684845257,12.997322687677187,-3.174721394772115
Adverse-Credit,12,WI,0.20838549653803037,0.2734493939247014,0.0295613941480288,182,5.620095238232353,14.741016027245932,-4.2360422191152285
Adverse-Credit,24,AL,0.27017140254216154,0.33485196695083397,0.059904997387811264,143,7.050857642938685,19.470708103897977,-1.0517919171053554
Adverse-Credit,24,AZ,0.28320155192903396,0.2759615758138664,0.06277915460419561,266,6.440941222292862,10.156618199184217,-1.412026229720309
Adverse-Credit,24,CA,0.25150124012782454,0.3169627407723855,0.06903708870265636,1290,6.471586055956102,16.57199860097874,-0.5519588560522495
Adverse-Credit,24,CO,0.2420322914928682,0.29223239719020583,0.04311832404036698,176,4.939191640664514,14.142575432258583,-3.522504040202935
Adverse-Credit,24,CT,0.2757787315580284,0.33460903624362043,0.05552875457652513,109,7.294359555614821,18.374946886357364,-1.5698148457372731
Adverse-Credit,24,FL,0.24500389527715197,0.27453199032699366,0.06803161814416023,972,6.930033624226215,13.086515081828018,-0.5322799490333221
Adverse-Credit,24,GA,0.2558709131119885,0.27786164567074434,0.06229234187312003,383,6.558154694919882,14.093768034013221,-0.8617912024528323
Adverse-Credit,24,IL,0.23952675536510626,0.32105337846773985,0.06174476018296922,412,6.303325068728935,18.98085001287053,-1.9417382035528994
Adverse-Credit,24,IN,0.2119067560854554,0.25082494156371926,0.024920846815291792,210,5.4831035003686885,13.077586782121497,-5.080606205083035
Adverse-Credit,24,KY,0.28085936292152497,0.2941297785533187,0.060372404071793395,152,6.373733521184466,13.128002173047138,-1.1635311585038917
Adverse-Credit,24,LA,0.2715909391202965,0.27774629359791436,0.06221746153135793,133,6.656701560374353,12.393400579100591,-0.6734276817110905
Adverse-Credit,24,MA,0.23802101132147213,0.3298242116750711,0.048948879468055845,236,6.472489140454474,18.32878666028389,-1.9153643114494079
Adverse-Credit,24,MD,0.23703085150745026,0.23560037089653135,0.05841279708487097,199,5.847424127824325,10.193544649461419,-2.194725829913834
Adverse-Credit,24,MI,0.269267482623639,0.32866122463752506,0.035320087598205166,313,6.743417223603651,17.022604186868946,-3.4023520005373205
Adverse-Credit,24,MN,0.21155965367498472,0.23573877403390192,0.0655818525919199,179,5.441482633735103,11.640819802009759,-1.6531628814800956
Adverse-Credit,24,MO,0.2388318474520442,0.27758624766957607,0.028323105823772565,214,5.154230109093049,12.560634617886304,-4.522140555539673
Adverse-Credit,24,NC,0.2473329486889852,0.2905523606844737,0.055646430517570164,367,4.791568702553856,14.481045750517838,-1.9948655394993922
Adverse-Credit,24,NJ,0.22072576311551392,0.22021105069700284,0.06700817696505007,288,5.55003881414072,10.565271360357775,-0.6048203001988162
Adverse-Credit,24,NY,0.26776066388394926,0.29174166333145457,0.05906259302649575,589,7.545590400057542,14.319854093963336,-1.4234370922128148
Adverse-Credit,24,OH,0.24781613688574988,0.33282216565885386,0.07366888419295356,419,6.723483943286701,18.0708791583005,0.04227969101331108
Adverse-Credit,24,OK,0.19393050147573104,0.2332640725360738,0.059394902578939764,119,4.809838229791266,12.549589854867499,-0.9231753155333928
Adverse-Credit,24,OR,0.20420081889395653,0.27298863309073823,0.035165037425287836,167,5.327745052152347,15.640288584916828,-2.4398450977266513
Adverse-Credit,24,PA,0.24690055004406758,0.2741165914141227,0.06490439508948256,419,5.351278828194298,11.332082020429937,-0.7840623414896455
Adverse-Credit,24,SC,0.2742807419320253,0.29528985018599685,0.049335045013678754,147,7.00071925519202,14.39076611296713,-2.6386134428143935
Adverse-Credit,24,TN,0.25950897202158285,0.3302469780751968,0.06647258549453798,242,7.211330047099715,19.024953307543203,-0.5950032682772055
Adverse-Credit,24,TX,0.2526327007612829,0.3002776715574389,0.07639370943877205,1000,6.710656398231024,15.845253676923848,-0.18458930163825354
Adverse-Credit,24,UT,0.25979768100717066,0.2743508294682157,0.028698069776773787,100,6.782551794038971,12.414178028701436,-4.055476017486738
Adverse-Credit,24,VA,0.21081924718477707,0.2596423361016403,0.06586224340248946,295,5.335213286169971,14.157216763319111,-1.3180001856056252
Adverse-Credit,24,WA,0.2705431511731214,0.32569038782735804,0.018732038311555007,279,7.275615802082566,16.792589861230702,-4.1831844205139666
Adverse-Credit,24,WI,0.22289574892621866,0.30627349754174443,0.022021258858860603,182,7.147163037400839,18.03328652885567,-4.935099000261147
Adverse-Credit,36,AL,0.2718344076121267,0.3369146221947546,0.0594267815420522,143,7.317548881880295,19.66517318317675,-1.0991199706602943
Adverse-Credit,36,AZ,0.28566355983310693,0.27429768702301266,0.06144795235619899,266,6.831509578515746,9.974407584178657,-1.5375817927467992
Adverse-Credit,36,CA,0.25340290253412895,0.31478433950902457,0.06770756668249978,1290,6.800802606105805,16.453532249611502,-0.6387832498288504
Adverse-Credit,36,CO,0.24591033625880646,0.291415434669375,0.040330813143105534,176,5.5092013587331845,14.44412766951086,-3.8046664834804176
Adverse-Credit,36,CT,0.27932964537457783,0.3368287710976716,0.05484473821106538,109,7.649994622551478,18.839648135992977,-1.6862187912685178
Adverse-Credit,36,FL,0.2498710942090902,0.2762735286113173,0.06777694681670911,972,7.53622941682674,13.355082364449137,-0.5493916421323075
Adverse-Credit,36,GA,0.2586567062684813,0.27970866566226027,0.06283245767259596,383,7.0316623411433214,14.49258983025674,-0.8302362499172294
Adverse-Credit,36,IL,0.2437036150388823,0.32021777331502926,0.060119409187896114,412,6.940544775773868,18.94111904498641,-2.107868903622097
Adverse-Credit,36,IN,0.21311689378897,0.2507053234521128,0.02362647311176723,210,5.76955654115616,13.115080427404333,-5.235920065868921
Adverse-Credit,36,KY,0.28505687548418635,0.30377107553727384,0.05825460989660634,152,6.899096903614249,14.324712213859797,-1.372529738873212
Adverse-Credit,36,LA,0.27408632174424796,0.286115002270495,0.06179158552827957,133,7.240958393111708,13.344461181056719,-0.7271072261188547
Adverse-Credit,36,MA,0.24084055892832312,0.33073081450468605,0.04678231876319583,236,6.9777178229266354,18.651179466468587,-2.1366010281418655
Adverse-Credit,36,MD,0.23996477581809414,0.23526783084809505,0.05731774647303,199,6.283617793825111,10.16770773900228,-2.424698380131852
Adverse-Credit,36,MI,0.2700838335381361,0.3274172811767277,0.03348632055701051,313,7.014140422781267,17.204801094751815,-3.603685537548998
Adverse-Credit,36,MN,0.2163723306486487,0.238227023643135,0.06331747273212396,179,6.000548918027626,12.00637910194417,-1.8453025875122417
Adverse-Credit,36,MO,0.24376428657340643,0.27931717698532516,0.027978642801488745,214,5.800291859714549,12.767521901152723,-4.5296669105991745
Adverse-Credit,36,NC,0.25128632147661656,0.29309218879597215,0.052148430872900366,367,5.29831897012879,14.847868700472697,-2.374460681230716
Adverse-Credit,36,NJ,0.22549065603586124,0.22085747464915045,0.06609771486319065,288,6.1425037051691,10.72271515672008,-0.6452256813097218
Adverse-Credit,36,NY,0.2712804495456668,0.29234386666149037,0.058005574244001094,589,8.059178483051182,14.554547803322926,-1.5352402435180483
Adverse-Credit,36,OH,0.24859542837685467,0.3278845518969458,0.07172938438752773,419,6.967515369087085,17.72550595421881,-0.19548105343176886
Adverse-Credit,36,OK,0.1993737548282625,0.24053701823419915,0.058100845999028886,119,5.703838277771989,13.36511242773179,-1.0697171762741986
Adverse-Credit,36,OR,0.20887926562937223,0.2764345998886904,0.03553100266899653,167,5.966317575536747,16.236907488438295,-2.375167081501328
Adverse-Credit,36,PA,0.25171693984403176,0.2756210965355877,0.06379740406662228,419,5.995281801905927,11.78900351683956,-0.9140835784694684
Adverse-Credit,36,SC,0.27696300095040777,0.29451831138229834,0.04663796147523062,147,7.398180457755746,14.143926328379694,-2.878134157991944
Adverse-Credit,36,TN,0.26168352834474484,0.32502021651852336,0.06517573915588552,242,7.584632433337502,18.528185477555517,-0.567992145538869
Adverse-Credit,36,TX,0.25630526531840747,0.2989389381754721,0.07510385028510184,1000,7.183978443907421,15.870374656751585,-0.2807634844331122
Adverse-Credit,36,UT,0.2636244704311348,0.27498842343272906,0.028010569776773787,100,7.312524713767132,12.424342464609616,-4.138671226435721
Adverse-Credit,36,VA,0.21740446455759474,0.26026367768723735,0.06387319719594403,295,6.2306464656932015,14.310101285143489,-1.5335013349966273
Adverse-Credit,36,WA,0.272340440128679,0.3198428263592665,0.017991485205191497,279,7.541367450285927,16.395289770100376,-4.253554833561482
Adverse-Credit,36,WI,0.22689819505015907,0.30400568573414155,0.020181941338560064,182,7.751630744469576,17.799152303109743,-5.0565809648100135
Adverse-Credit,48,AL,0.27422463120740503,0.3331895773541094,0.05867016979954235,143,7.833261306474168,19.48867560250254,-1.2151934357786685
Adverse-Credit,48,AZ,0.2863593798265572,0.27476812311754023,0.05953832448304288,266,6.990667187734667,10.104836026742417,-1.7251721754881593
Adverse-Credit,48,CA,0.25485883605485893,0.31407491475751304,0.06678758543226751,1290,7.074074880130904,16.525099152775923,-0.6660318832747216
Adverse-Credit,48,CO,0.2495118461554444,0.2914412373009773,0.0367377628770864,176,5.942702499040117,14.5973374683966,-4.08498620893852
Adverse-Credit,48,CT,0.28051310717029726,0.33581073917028564,0.05339048280035917,109,7.954956106180456,18.660927745681924,-1.761590036087278
Adverse-Credit,48,FL,0.252166269629755,0.2766420123823251,0.0670461366147953,972,7.898933099623837,13.49676431339572,-0.6266859222961496
Adverse-Credit,48,GA,0.26036361552134246,0.27894065174110194,0.06301982020565544,383,7.262732022231999,14.532198788059983,-0.8296451656995607
Adverse-Credit,48,IL,0.24617351421687447,0.31891422080811527,0.05839847139837606,412,7.345959108880528,18.96551262094804,-2.195079098845892
Adverse-Credit,48,IN,0.2137501682038617,0.25183229931945056,0.022655591515885632,210,6.035354144262836,13.345900450174874,-5.317590261931839
Adverse-Credit,48,KY,0.2870345592823269,0.3029130260552093,0.054461305348882626,152,7.191840667346261,14.429960522393356,-1.7104976839421964
Adverse-Credit,48,LA,0.2743612127487266,0.2863058614486177,0.060752276021809125,133,7.3201621766158045,13.778931237076467,-0.8890095275957848
Adverse-Credit,48,MA,0.24203021519129808,0.3250426957174697,0.045437527001152965,236,7.15342435757727,18.175676631367104,-2.2797613219030946
Adverse-Credit,48,MD,0.24209714099527654,0.23747248912535174,0.05658215370671913,199,6.672403390540779,10.333674722797054,-2.470822028535597
Adverse-Credit,48,MI,0.27156701357901925,0.3268701531101984,0.03116635211012163,313,7.300642203696997,17.352687393922267,-3.8436024463991636
Adverse-Credit,48,MN,0.22055953064806927,0.23897159415560623,0.061579712773576205,179,6.4087571819407305,12.202048324663796,-1.9979573211406025
Adverse-Credit,48,MO,0.246081563702249,0.27643162801556076,0.026418801364505782,214,6.128373968072983,12.529947506836885,-4.65417935357932
Adverse-Credit,48,NC,0.2535984547783588,0.29472124738286104,0.04883325248763381,367,5.6335234047322995,15.140570390075744,-2.7315978482078793
Adverse-Credit,48,NJ,0.2290050680171633,0.22236654891042726,0.06447108387132723,288,6.5663008624818415,10.937115886979383,-0.7516240522020573
Adverse-Credit,48,NY,0.2741921052076174,0.2928754702494647,0.05701460204023197,589,8.482895627726542,14.732920918463336,-1.648329332496963
Adverse-Credit,48,OH,0.24935117160183676,0.3258505522766043,0.0708568707711292,419,7.129157247936038,17.627905348234886,-0.2669909859180905
Adverse-Credit,48,OK,0.20293276431233517,0.23961896862840038,0.05720663046631048,119,6.125214667822745,13.373265214706842,-1.2771286689468273
Adverse-Credit,48,OR,0.21219238405655785,0.2807704577049139,0.03602440050764571,167,6.441333507851532,17.033875018785032,-2.318463640886971
Adverse-Credit,48,PA,0.25451706373064686,0.2771491567395059,0.06294254271424998,419,6.3641859517688975,12.089523896660657,-1.0934297776537956
Adverse-Credit,48,SC,0.27764547332946926,0.29415758465520403,0.04531790687924755,147,7.521782161083953,14.142043317272798,-2.908244598760732
Adverse-Credit,48,TN,0.2630681358643505,0.32138252396018663,0.06433732539795596,242,7.862133900794668,18.254307280745557,-0.5927734205948998
Adverse-Credit,48,TX,0.25966885019998837,0.29801910127353476,0.07345555500646384,1000,7.699008127837889,15.992860007063411,-0.38960574553345284
Adverse-Credit,48,UT,0.2641379110389506,0.271109077090718,0.027375025149218697,100,7.636899638781131,11.974223561873517,-4.208868439972887
Adverse-Credit,48,VA,0.22070013793287088,0.25765486049826286,0.062458282454974694,295,6.63323085440779,14.177415953247221,-1.685519396265616
Adverse-Credit,48,WA,0.27348057026325895,0.31795924141894105,0.016950421686615962,279,7.717084689727239,16.254605693950577,-4.398609166078248
Adverse-Credit,48,WI,0.22958521552561234,0.3036503803795024,0.01909497848689133,182,8.090523254277567,17.78646143542551,-5.159137592651801
Baseline,1,AL,0.20155100591907849,0.14329941975242075,0.06838055673270192,143,0.0,0.0,0.0
Baseline,1,AZ,0.2222730234369404,0.1772368008426978,0.07803119084935646,266,0.0,0.0,0.0
Baseline,1,CA,0.1898995426399599,0.15418387917264886,0.07583573187592262,1290,0.0,0.0,0.0
Baseline,1,CO,0.1941074982858704,0.15437671403687753,0.07875290630212307,176,0.0,0.0,0.0
Baseline,1,CT,0.20706938253610047,0.1552079761635559,0.071357972803505,109,0.0,0.0,0.0
Baseline,1,FL,0.17918949781438104,0.14659582047330424,0.07294133551949947,972,0.0,0.0,0.0
Baseline,1,GA,0.19433669954830865,0.14126134785197425,0.06979057019015149,383,0.0,0.0,0.0
Baseline,1,IL,0.18019127244219418,0.1348326068643595,0.08089484463376367,412,0.0,0.0,0.0
Baseline,1,IN,0.15916619396397502,0.1216030992689051,0.07535917717025765,210,0.0,0.0,0.0
Baseline,1,KY,0.22039342816479426,0.16730855807205874,0.0713852851088608,152,0.0,0.0,0.0
Baseline,1,LA,0.20773836723705005,0.1608358106635292,0.06893772223856605,133,0.0,0.0,0.0
Baseline,1,MA,0.17497197811283247,0.15038519209678716,0.06860436806157222,236,0.0,0.0,0.0
Baseline,1,MD,0.18203451391440917,0.13401334424553266,0.07857650916196611,199,0.0,0.0,0.0
Baseline,1,MI,0.20400579644118647,0.16535980150836999,0.0686507623002693,313,0.0,0.0,0.0
Baseline,1,MN,0.15917314789765152,0.12383921843607128,0.08253236264675846,179,0.0,0.0,0.0
Baseline,1,MO,0.18938769533147298,0.15252873337859463,0.0742057276603315,214,0.0,0.0,0.0
Baseline,1,NC,0.201789375729076,0.149277338218722,0.07553550027493186,367,0.0,0.0,0.0
Baseline,1,NJ,0.1704514216890885,0.11625227713841799,0.07329313742142195,288,0.0,0.0,0.0
Baseline,1,NY,0.1953613747757881,0.15311816699378478,0.07337745560775073,589,0.0,0.0,0.0
Baseline,1,OH,0.18485951366569317,0.15661460215556855,0.07277175022171814,419,0.0,0.0,0.0
Baseline,1,OK,0.14826236057992467,0.10787348649179096,0.06844175342820003,119,0.0,0.0,0.0
Baseline,1,OR,0.15365952539040942,0.12269815174188597,0.059587037248600025,167,0.0,0.0,0.0
Baseline,1,PA,0.19831042562472545,0.16447964523339315,0.07241757486872112,419,0.0,0.0,0.0
Baseline,1,SC,0.20633853449916567,0.15223778782130834,0.07572049976273902,147,0.0,0.0,0.0
Baseline,1,TN,0.18863255427912543,0.1428542357865808,0.07321613260576446,242,0.0,0.0,0.0
Baseline,1,TX,0.18779454068557427,0.14618338421423624,0.0789924918480877,1000,0.0,0.0,0.0
Baseline,1,UT,0.1946885851573693,0.15181766880601388,0.06902939777309998,100,0.0,0.0,0.0
Baseline,1,VA,0.15898444499281567,0.12065374782061351,0.07928744607247408,295,0.0,0.0,0.0
Baseline,1,WA,0.2003186787109868,0.159611839265769,0.06008310444509266,279,0.0,0.0,0.0
Baseline,1,WI,0.15351507353094027,0.1257272751008687,0.0716633766084297,182,0.0,0.0,0.0
Baseline,12,AL,0.20009742401296413,0.14059070131218368,0.07003573707169952,143,0.0,0.0,0.0
Baseline,12,AZ,0.22014793450152229,0.17518713395567218,0.0771771200939135,266,0.0,0.0,0.0
Baseline,12,CA,0.18825912506359999,0.1528500132751983,0.07533339324670316,1290,0.0,0.0,0.0
Baseline,12,CO,0.19294084248602308,0.15199823351855307,0.07863060628152212,176,0.0,0.0,0.0
Baseline,12,CT,0.2055132408134829,0.15268188464857899,0.07151198899738145,109,0.0,0.0,0.0
Baseline,12,FL,0.17777272361248075,0.14542434337140048,0.073240311582185,972,0.0,0.0,0.0
Baseline,12,GA,0.19196411491753787,0.1391279688846813,0.07061641912241409,383,0.0,0.0,0.0
Baseline,12,IL,0.1790653558881149,0.13342939431702935,0.0809312256251376,412,0.0,0.0,0.0
Baseline,12,IN,0.1583704307137336,0.12156310856973511,0.07612680596705877,210,0.0,0.0,0.0
Baseline,12,KY,0.21803485174548426,0.1648234475563801,0.07175769224089348,152,0.0,0.0,0.0
Baseline,12,LA,0.2071117860110869,0.15711720112368158,0.06888054434765407,133,0.0,0.0,0.0
Baseline,12,MA,0.17415444185317253,0.14841930608610604,0.06814638657819826,236,0.0,0.0,0.0
Baseline,12,MD,0.1804339250621537,0.1339633539854794,0.07952388276806428,199,0.0,0.0,0.0
Baseline,12,MI,0.20299353395950667,0.16180679641918336,0.06880419169083841,313,0.0,0.0,0.0
Baseline,12,MN,0.1582147290954459,0.11982008033953094,0.08204056711764672,179,0.0,0.0,0.0
Baseline,12,MO,0.18845354525721866,0.1526372934388572,0.0745192975483954,214,0.0,0.0,0.0
Baseline,12,NC,0.20126175834073795,0.1473896552136217,0.07530069262850822,367,0.0,0.0,0.0
Baseline,12,NJ,0.16780543930012665,0.1157685221648877,0.07331415197340856,288,0.0,0.0,0.0
Baseline,12,NY,0.19382297460493486,0.15078310370625062,0.07371394287201023,589,0.0,0.0,0.0
Baseline,12,OH,0.1817186381970535,0.154399904332828,0.0730875417135712,419,0.0,0.0,0.0
Baseline,12,OK,0.14638824809494166,0.10747983106444857,0.06889726029541007,119,0.0,0.0,0.0
Baseline,12,OR,0.15257381891051594,0.12002523437892963,0.05939222630318747,167,0.0,0.0,0.0
Baseline,12,PA,0.19584247685661568,0.16203294825303013,0.07261828081587893,419,0.0,0.0,0.0
Baseline,12,SC,0.2057150603281996,0.15232334671891615,0.07559673280339858,147,0.0,0.0,0.0
Baseline,12,TN,0.18791065843581795,0.14195155595172693,0.07316892096077193,242,0.0,0.0,0.0
Baseline,12,TX,0.18655882796210538,0.14478900008003504,0.0783708802188317,1000,0.0,0.0,0.0
Baseline,12,UT,0.19381781289868869,0.1511897977115005,0.06854760772690041,100,0.0,0.0,0.0
Baseline,12,VA,0.15820882819477186,0.11876501441103006,0.07947253054803174,295,0.0,0.0,0.0
Baseline,12,WA,0.19889110550040615,0.15855683743288612,0.060357446335299964,279,0.0,0.0,0.0
Baseline,12,WI,0.15218454415570684,0.1260392336522421,0.07192181633918109,182,0.0,0.0,0.0
Baseline,24,AL,0.1996628261127747,0.1401448859118542,0.07042291655886482,143,0.0,0.0,0.0
Baseline,24,AZ,0.21879213970610534,0.1743953938220242,0.0768994169013987,266,0.0,0.0,0.0
Baseline,24,CA,0.18678537956826352,0.1512427547625981,0.07455667726317886,1290,0.0,0.0,0.0
Baseline,24,CO,0.19264037508622306,0.15080664286762,0.07834336444239633,176,0.0,0.0,0.0
Baseline,24,CT,0.2028351360018802,0.15085956738004677,0.07122690303389786,109,0.0,0.0,0.0
Baseline,24,FL,0.17570355903488982,0.14366683950871348,0.07335441763449345,972,0.0,0.0,0.0
Baseline,24,GA,0.19028936616278969,0.13692396533061213,0.07091025389764835,383,0.0,0.0,0.0
Baseline,24,IL,0.1764935046778169,0.13124487833903456,0.08116214221849821,412,0.0,0.0,0.0
Baseline,24,IN,0.1570757210817685,0.1200490737425043,0.07572690886612214,210,0.0,0.0,0.0
Baseline,24,KY,0.2171220277096803,0.1628497568228473,0.07200771565683231,152,0.0,0.0,0.0
Baseline,24,LA,0.205023923516553,0.15381228780690845,0.06895173834846884,133,0.0,0.0,0.0
Baseline,24,MA,0.1732961199169274,0.1465363450722322,0.06810252258254992,236,0.0,0.0,0.0
Baseline,24,MD,0.17855661022920702,0.13366492440191716,0.08036005538400931,199,0.0,0.0,0.0
Baseline,24,MI,0.20183331038760247,0.1584351827688356,0.06934360760357837,313,0.0,0.0,0.0
Baseline,24,MN,0.15714482733763369,0.11933057601380433,0.08211348140672085,179,0.0,0.0,0.0
Baseline,24,MO,0.1872895463611137,0.15197990149071303,0.0735445113791693,214,0.0,0.0,0.0
